id,sentence,tense/aspect
2424,A butterfly is pretty,present
2426,A chair is by the table .,present
2430,The skunks stinks .,present
2431,A bicycle does n't cost much .,present
2433,Light bulbs are fragile .,present
2434,A boat is in the water .,present
2436,Rabbits are cuddly .,present
2437,A dolphin is friendly .,present
2438,The guitar is in its case .,present
244,Bears hibernate in the winter .,present
2440,Pigs are funny .,present
2443,The piano is old .,present
2444,Tires are costly .,present
2447,The kite is high in the sky .,present
2448,Zippers are fast .,present
2449,A peacock has many feathers .,present
2453,Cheetahs are very fast .,present
2454,Kites fly better on a windy day .,present
2458,Fences make the yards in town look nicer .,present
2460,Squirrels eat nuts .,present
2461,The kangaroo likes to jump .,present
2464,The televisions are in the back of the store .,present
2467,Cows give milk .,present
2468,Turtles are slow .,present
2470,The peacocks look beautiful .,present
2472,Couches go mainly in the living room .,present
2474,The bears at the zoo seem playful .,present
2475,A boat is for travelling on water .,present
2483,A camel is for use in the desert .,present
2486,Pandas are a rare animal .,present
2489,The lions are the zoo 's top attraction .,present
2490,Footballs are not round .,present
2493,Camels dont need a lot of water,present
2494,Computers are important,present
2495,The clock is wrong,present
2496,The turtle is slow,present
2497,The skunks are stinky,present
2498,A marble is easy for a kid to swallow,present
2499,The guitars need to be tuned,present
2503,Lions are a pride,present
2504,An elephant is grey,present
2505,The bed is so cmfy,present
2506,A shirt has stains,present
2507,Tires go flat,present
2508,The pianos need to be tunes,present
2509,The pig goes oink,present
251,A kangaroo keeps its young in a pouch .,present
2510,A peacock has gorgeous feathers,present
2512,A fox kills a rabbit,present
2513,The lamps are on the table,present
2514,Cheetahs are fast,present
2515,The chair has four legs,present
2517,The owls are printed on my cup,present
2518,Kangaroos have pouches,present
2519,The cow gives milk,present
252,Footballs always end up in my flower bed .,present
2520,The penguins need cold,present
2522,A television costs more now,present
2523,A boat floats,present
2524,Bicycles are hard to ride,present
2525,Squirrels hoard nuts,present
2527,A pigeon is a nasty bird,present
2528,The rabbits multiply too fast,present
2529,A dolphin is a rapist,present
253,A fence helps with privacy .,present
2530,The footballs are flat,present
2531,The panda eats bamboo,present
2532,Fences need mending,present
2534,A guitar is a fun hobby .,present
2535,Clocks always tell me the time .,present
2536,A cat is a great companion animal .,present
2537,A football is fun to play with .,present
2539,Bicycles are a great way to exercise .,present
2541,Beds are perfect for a nap .,present
2545,The computer is a fun way to pass the time .,present
2547,Boats are a fun way to travel .,present
2548,A light bulb is easily replaced .4,present
2551,Butterflies fly freely throughout the day .,present
2552,The skunk stank badly .,present
2553,Zippers are really useful .,present
2554,The trumpets sound at my coming .,present
2556,Shirts can express who you are .,present
2557,The cars are a source of joy for me .,present
2558,A lion is the king of the jungle .,present
2560,The fence surrounds our property .,present
2565,Peacocks are showoffs by nature .,present
2570,The knives need to be cleaned .,present
2574,Penguins are such cool animals .,present
2575,An owl is an amazing animal .,present
2576,Dogs are a man 's best friend .,present
2579,Foxes are wily creatures .,present
258,A knife cuts through butter easily when it is hot .,present
2583,A bicycle is a great exercise option .,present
2584,Skunks make an awful smell when threatened .,present
2591,A panda is a rare sight these days .,present
2597,Light bulbs are not always energy efficient .,present
2598,The chair fits well with the other chairs at the table .,present
2599,Marbles are fun to play with and to collect .,present
26,A chair is overturned in the kitchen,present
2608,Cars are worth more new than used .,present
2617,Owls are nocturnal animals .,present
262,Trumpets are essential in a marching band .,present
2627,The butterfly effect is an interesting theory .,present
2630,A football A football is a piece of sports equipment .,present
2632,Lamps Lamps are a convenient lighting fixture .,present
2635,A cheetah A cheetah is one of the fastest land mammals .,present
2637,The computer The computer saves us a lot of time .,present
2639,The tires The tires are flat !!! we must replace them .,present
2640,A cow A cow is in the barn .,present
2641,Turtles Turtles are quite slow creatures .,present
2642,A chair A chair is a comfy addition to a desk .,present
2643,Sharks Sharks are dangerous predators of the ocean .,present
2644,Knives Knives are sharp and dangerous .,present
2650,A butterfly A butterfly floats gently on the breeze .,present
2652,The cat The cat is very fat .,present
2653,The televisions The televisions keep the people informed .,present
2657,Beds Beds are important for sleep quality .,present
2658,Couches Couches are a comfortable seat for multiple people .,present
2660,The cars The cars allows up to get form place to place easily .,present
2661,A toilet A toilet is to be used for relieving oneself .,present
2663,A zipper A zipper is a convenient way to close a sweater .,present
2666,A shirt A shirt is a torso covering commonly worn by humans .,present
2668,Skunks Skunks are smelly animals .,present
2669,An elephant An elephant never forgets .,present
2671,Dolphins Dolphins are among the most intelligent animals .,present
2672,A fox A fox is a sneaky animal .,present
2676,A dog with fleas is not healthy .,present
2681,Footballs are oblong .,present
2686,Chairs with arms are comfortable .,present
2699,Light bulbs produce heat .,present
27,The boats are in the harbor .,present
2701,A panda likes to eat bamboo .,present
2706,A piano needs to be periodically tuned .,present
2716,A marble floor is exquisite .,present
2720,A kangaroo carries young ones in a pouch .,present
2721,The kite has no tail .,present
2724,A trumpet is noisy,present
2725,A shirt is nice,present
2728,Dogs eat cats,present
2731,Marbles are tradeable,present
2737,An elephant is a fat animal,present
274,Lions live in prides .,present
2740,Clocks go back soon,present
2744,The skunk stank up the house,present
2745,Zippers always break,present
2746,The cows give milk,present
2747,A rabbit eats carrots,present
2748,Turtles are good in soup,present
2749,A lamp is electric,present
2751,Televisions are fun to watch,present
2752,The piano has 88 keys,present
2753,A pigeon carries letters,present
2754,Cats are used in Chinese cuisine,present
276,The dolphins prefer to live in the ocean .,present
2764,Gorillas are big,present
2766,A car goes varoom,present
2767,Light bulbs screw into light sockets,present
2768,A squirrel eats nuts,present
2770,A towel is for drying hands .,present
2772,The peacocks have gorgeous tails .,present
2773,The piano has black and white keys .,present
2774,Dolphins are very smart mammals .,present
2777,The pandas come from China .,present
2779,Marbles come in all different colors .,present
2781,A boat is made to float on the water .,present
2787,The turtle has a very hard shell .,present
2788,A skunk is a smelly animal .,present
2789,The tires are made of rubber .,present
2790,The gorilla is an ancestor of humans .,present
2793,Pigeons are settled in the coop .,present
2795,Computers are a miraculous invention .,present
2796,A kangaroo carries its young in a pouch .,present
2798,A couch has soft cushions .,present
2799,Rabbits multiply very quickly .,present
28,A couch is for sitting .,present
2801,The clock is no longer working .,present
2802,Knives and forks are for eating .,present
2805,The fence needs to be painted .,present
2806,A cat is an independent animal .,present
2807,Foxes are hunted by men on horses .,present
281,Rabbits breed like !!! well rabbits .,present
2810,A trumpet is a brass instrument .,present
2813,An elephant is one of the largest mammals in the world .,present
2814,The bicycles are all rusted .,present
2815,Cheetahs are very fast cats .,present
2816,The guitars are stringed instruments .,present
2819,A panda looks very cuddly .,present
2821,A football is not really made of pigskin .,present
2825,A squirrel has a bushy tail .,present
2831,A trumpet is a musical instrument .,present
2838,The piano is in need of tuning .,present
284,A camel walks across the desert .,present
2841,Bears live in the woods .,present
286,The light bulb needs changing . .,present
2860,A toilet requires weekly cleaning .,present
2861,Lamps are needed in dark places .,present
2863,The shark The shark is a great white .,present
2864,The toilets The toilets are broken .,present
2865,A cat A cat is furry .,present
2866,Butterflies Butterflies are pretty .,present
2867,The kite The kite is in the sky .,present
2868,The foxes The foxes are sly .,present
2869,Bears Bears love beats .,present
2870,The cows The cows go moo .,present
2871,The knives The knives are in the kitchen .,present
2872,A penguin A penguin is black and white,present
2874,A clock A clock tells time,present
2875,The kangaroo The kangaroo is tall .,present
2876,The television The television is loud .,present
2877,The lamps The lamps are brights .,present
2878,The tires The tires are new .,present
2879,Pianos Pianos have keys .,present
288,The chair is pushed under the table,present
2880,A chair A chair is used to sit in .,present
2882,Cars Cars are expensive .,present
2885,A lion A lion has a mane .,present
2886,The towel The towel is wet .,present
2887,Skunks Skunks stink .,present
2888,The dolphin The dolphin lives in the sea .,present
2889,The cheetah The cheetah is fast .,present
289,The pigs are one of the smartest animals,present
2892,Pigs Pigs are cute .,present
2893,The boats The boats are in the harbor .,present
2894,A panda A panda is black and white .,present
2895,Footballs Footballs are brown .,present
2896,Gorillas Gorillas are smart .,present
2897,A marble A marble is round .,present
2898,The owls The owls wake up at night .,present
2899,The guitar The guitar is out of tune .,present
29,The cheetah runs really fast .,present
2900,Elephants Elephants never forget .,present
2901,A shirt A shirt is needed to eat there .,present
2902,The camels The camels are brown .,present
2903,Light bulbs Light bulbs are cheap .,present
2905,The couches The couches are comfortable .,present
2906,The dog The dog is happy .,present
2907,A peacock A peacock has many colors .,present
2908,The bicycle The bicycle has a flat tire .,present
291,A bicycle has two wheels and a seat,present
2910,Towels are in the closet .,present
2914,Beds need to be made .,present
2916,Computers need to be updated .,present
2917,A zipper is in the back .,present
2918,The toilets need to be cleaned .,present
2919,The cheetahs are super fast .,present
292,The skunk stinks real bad,present
2920,Camels have humps .,present
2921,The lions are the kings .,present
2925,The pandas are super cute .,present
2926,Foxes are dirty animals .,present
2927,The televisions are on sale .,present
2929,The kangaroo has a baby in her pouch .,present
293,The toilets need to be cleaned often,present
2934,Penguins have happy feet .,present
2938,The boat is on course .,present
2939,Chairs need to be stacked .,present
2942,The owl is nocturnal .,present
2943,The pigeons are everywhere .,present
2945,A lamp is on the table .,present
2948,Dolphins live in the ocean .,present
2949,The fence is too tall to see over .,present
295,A bed is part of my bedroom,present
2950,The couches need to be shampooed .,present
2952,A skunk lives under our porch .,present
2953,The pianos need to be tuned .,present
2954,Marbles marbles roll easily,present
2958,Couches couches are expensive,present
296,The squirrels eat nuts while sitting in the tree,present
2966,Foxes foxes are sly,present
297,Tires are made of rubber,present
2979,Sharks sharks eat people,present
298,Zippers are used to close to pieces of fabric .,present
2982,Penguins Penguins wabble,present
2984,Towels towels are nice for drying off,present
2989,Kangaroos kangaroos kick well,present
299,The marbles are colectable by kids,present
2991,A television a television is a luxury,present
2994,The pigs the pigs are pink,present
2996,Peacocks Peacocks have feathers,present
2997,A dolphin A dolphin is smart,present
3,A computer is needed in today 's world .,present
300,A knife is used to cut meat,present
3001,The elephants The elephants are not forced to paint pictures because that would be animal cruelty .,present
3003,Dogs Dogs are comforting animals .,present
301,The camel uses his humps to conserve water,present
3011,A guitar A guitar is a good companion for a lonely soul .,present
3018,Rabbits Rabbits are quick to run .,present
302,Towels are used to dry the dishes,present
3027,Light bulbs Light bulbs are on aisle five .,present
303,The clock tells time,present
3032,Kangaroos Kangaroos are from Australia .,present
3040,A piano A piano is a beautiful instrument .,present
3042,Lions Lions are the kings of the jungle .,present
3046,Gorillas Gorillas are magnificent creatures .,present
3048,The footballs are shaped like olives .,present
3049,A marble is fun to play .,present
305,The shirts has coloful pictures painted on them,present
3050,A bicycle runs fast .,present
3051,A piano is fun to play .,present
3052,The gorilla is big and black .,present
3053,The lamp turns on .,present
3055,A rabbit runs fast .,present
3056,The dogs are man 's best friend .,present
3057,The bear has a large claw .,present
3058,Pigeons are messengers .,present
3059,Pandas love to eat bamboo .,present
306,Elephants never forget,present
3060,A skunk smells bad .,present
3061,Toilets are made of porcelein .,present
3062,The squirrel has acorns .,present
3063,The owls go hoot .,present
3064,The tires are wide .,present
3066,The televisions are fun to watch .,present
3069,The cat runs from the dog .,present
307,Cows have large eyes,present
3070,An elephant is very large .,present
3071,The kangaroos are good at boxing .,present
3072,The kite flies high .,present
3073,A lion roars loudly .,present
3074,Light bulbs go on and off .,present
3075,The guitar sounds good .,present
3076,The camel has two humps .,present
3077,Clocks keep track of time .,present
3078,The pigs are noisy .,present
3079,A fence goes around a room .,present
308,The light bulb is not energy rated,present
3080,A cow goes `` moo . '',present
3081,Chairs are comfortable .,present
3082,The peacocks are majestic .,present
3083,A bed gives rest .,present
3084,The couch is very comfortable .,present
3085,Dolphins are smart .,present
3086,The zippers zip up jackets .,present
3087,The turtle moves slowly .,present
3088,A cheetah runs fast .,present
3089,The sharks are scary .,present
309,Pigeons are a really smart bird,present
3090,The computer is useful .,present
3091,The shirts are white .,present
3092,A towel is dry .,present
3093,Butterflies are in my stomach .,present
31,Gorillas are primates,present
311,A dolphin swims in the ocean,present
312,The lamps are tuned on at night,present
3122,The owls MADE NOISES IN THE NIGHT .,present
313,A lion is the kind of the jungle,present
314,The gorillas are large and scary,present
3143,Marbles make marvelous toys .,present
3144,Elephants use their trunks to eat large melons .,present
3146,A computer processes millions of commands per second .,present
3149,Owls are nocturnal birds .,present
315,Cars are used as transportations,present
3150,The kangaroo cares for its baby .,present
3151,The bear tries to catch salmon .,present
3152,Turtles are often confused with tortoises .,present
3156,A cheetah runs faster than a puppy .,present
3158,A dog barks all night .,present
316,A cheetah runs fast,present
3160,Televisions sell better at Christmas than Father 's Day .,present
3162,A couch makes a terrible bed .,present
3164,Clocks sometimes chime the hour .,present
3165,The gorilla struggles to escape its cage .,present
3167,The lion stalks its prey .,present
3169,A boat sinks slowly in the sea .,present
3170,The cats are on the roof .,present
3171,The trumpets blare while bombs burst in the air .,present
3175,Pigs eat slop and live in mud .,present
3177,The towel is an essential item to carry at all times .,present
3178,Peacocks preen their feathers .,present
318,The guitar has wire strings,present
3180,Beds are very comfortable .,present
3182,A chair belongs at a desk .,present
3183,The foxes say `` Ring-ding-ding-ding-dingeringeding '' !,present
3186,A lamp or a torch are the most common light sources for dungeoneering .,present
3188,Penguins live in arctic regions .,present
3189,A zipper closes the jacket .,present
319,Televisions are in just about everyone home in america,present
3192,Owls are excellent hunters .,present
32,The lamps are all on .,present
320,A rabbit lives in my backyard,present
3201,The clock keeps on ticking .,present
3203,A knife is a good tool to bring camping .,present
3209,Pianos need to be tuned every so often .,present
3210,The camel is a good way to travel in the desert .,present
3213,The gorilla is an amazing jungle animal .,present
3215,The bed is very soft and comfortable .,present
3218,A chair on the porch is a good idea .,present
322,The panda eats bamboo everyday,present
3224,Boats are all over the harbor these days .,present
3225,Kangaroos have a pouch to carry their young .,present
3226,A computer screen is hard to stare at for long .,present
3228,A pig enjoys being sloppy .,present
3229,Trumpets sounded at the return of the prince .,present
3232,Bears protect their cubs violently .,present
3235,A fence keeps the dog out,present
3238,Beds are for sleeping,present
324,A piano is used to write and create music,present
3241,The lion is the king of the Sahara,present
3242,Camels are great creatures,present
3243,The toilet smells badly,present
3244,The rabbits make good stew,present
3247,Guitars are loud,present
3248,A cheetah runs really fast,present
325,The kangaroo hops all over the town,present
3250,Penguins are birds,present
3251,A shark regrows its teeth,present
3259,A bear is scary,present
326,Peacocks has pretty feathers,present
3268,A computer is my lifeline,present
327,A kite flys high and tangles in tree,present
3274,A dolphin is a mammal,present
3275,Pigeons fly above the crime scene,present
3281,A squirrel makes for good eatin,present
3283,The cheetahs run fast when they hunt .,present
3284,Pandas are very rare .,present
3286,Beds are often uncomfortable .,present
3288,The light bulbs need to be changed .,present
329,Fences keep out the dogs,present
3290,The chairs are all old and broken .,present
3292,Skunks will spray you if they are angry .,present
3293,The lion is in the zoo .,present
3296,A cat is hunting for mice .,present
3297,The fence needs to be repainted .,present
3299,The shirts need to be washed .,present
33,The fence has a hole in it .,present
330,A cat licks his fur,present
3300,Trumpets are often found in brass bands .,present
3301,A guitar is used to make music .,present
3302,The towels hang from a rack in the bathroom .,present
3304,The owl flies at night .,present
3306,The elephants stroll across the savanna .,present
3309,Tires should be changed when they become bald .,present
331,The turtles return to there nest site every year,present
3310,A dog barks in the night .,present
3311,The pigs are very dirty .,present
3312,The bicycle needs to be fixed .,present
3313,Pianos are very expensive to buy .,present
3314,The kites are in the sky above the park .,present
3316,The computer is on the desk .,present
332,The computer is part of my everyday life,present
3320,The couch is in the living room .,present
3321,The shark attacks the swimmer .,present
3322,Pigeons eat bread in the park .,present
3323,A clock strikes twelve .,present
3324,The televisions are on .,present
3325,The rabbits steal vegetables from the garden .,present
3326,A lamp is useful to have in the dark .,present
3327,The toilet is clogged .,present
3328,The camels are very thirsty .,present
333,A couch is used to sit and relax after a long day,present
3330,The owl says HOO at night,present
3332,The beds are soft,present
3334,The bear looks for food,present
3335,Boats float away,present
3336,An elephant is a large mammal,present
3337,A computer gives useful information,present
3338,The fox is very sly,present
3339,Televisions show enetertainment,present
334,The fox is clever,present
3340,The fences stand solid,present
3341,The kangaroos jump a lot,present
3343,A shirt is wrinkled,present
3344,Dolphins act funny,present
3346,The lamp is bright,present
3347,The lion looks for his next kill,present
3348,The skunks sometimes stink,present
3349,A butterfly flies smoothly,present
3350,The toilet has water,present
3351,Marbles roll smoothly,present
3352,The cheetahs enjoy the kill,present
3354,Camels travel in the desert,present
3356,Light bulbs make great visibibity,present
3357,A peacock has many bright colors,present
3358,The couches are soft and comfortable,present
3359,A guitar sounds nice,present
3360,The chairs are arranged,present
3361,Pandas are black and white,present
3362,A knife is sharp,present
3363,The dog looks for directions,present
3364,The sharks swim smoothly,present
3365,A pigeon lives in the city,present
3366,The tire needs to be replaced,present
3367,A piano makes beautiful music,present
3369,The car runs well,present
337,The toilets need some scrubbing .,present
3370,A pig likes the wet mud,present
3371,The clock shows time,present
3378,A peacock has lots of pretty feathers .,present
3379,The rabbit hopped out of it 's hole .,present
338,Kangaroos are native to Australia .,present
3384,A toilet is in the bathroom .,present
339,The dolphins swam with the humans .,present
34,The shirts are all wrinkled .,present
340,An elephant has a good memory .,present
3400,A butterfly is majestic .,present
3401,Knives are very sharp .,present
3402,A football is brown .,present
3412,Beds are comfortable .,present
3421,The turtles are idolized by many peoples .,present
3423,Lamps give off light .,present
3425,The beds are not just for sleeping .,present
3426,The cheetah is supposedly pretty fast .,present
3430,Pigs do n't fly .,present
3432,The owl is a wise creature .,present
3435,The peacock is a noisy bird .,present
3437,The zipper is down !!! zip up .,present
344,Rabbits are grazing .,present
3440,A bear is really big .,present
3443,A panda is cute !!! but dangerous .,present
3444,A dog is man 's best friend .,present
3445,Toilets flush .,present
3446,The pianos are hard to play .,present
3447,The camels do n't need as much water .,present
3448,Sharks are not as dangerous as man .,present
3451,A skunk smells kind of strong .,present
3456,Pigeons are like flying rats .,present
3457,A chair is a desk in my reality .,present
3458,Cars are an enemy of man .,present
3459,The elephants are incredible animals .,present
3460,The couch is not too comfortable .,present
3461,The lion is king of the jungle .,present
3464,The gorilla is a close relative .,present
35,Toilets are handy .,present
350,Shirts need to fit .,present
351,Chairs are needed here .,present
3512,An elephant is taller than a human being .,present
3513,The zipper is stuck on my new jacket .,present
3515,Bears are grumpy in the morning .,present
3516,Marbles tend to be swallowed by dogs .,present
3518,The panda bear is very cuddly and cute .,present
3519,A kangaroo can jump higher than anyone expects .,present
352,The fence keeps animals out .,present
3520,Peacocks are very flamboyant and gaudy animals .,present
3525,A light bulb is only as bright as the person who screws it in .,present
3527,Pigs tend to slather themselves in mud .,present
3529,Pianos are incredibly fun and elegant to play .,present
3533,Squirrels steal acorns from chipmunks .,present
3541,A cat is smarter than a dog !!! on average .,present
3542,A computer is a tool to accomplish tasks on Mechanical Turk .,present
3548,Foxes make their nests in the ground .,present
3551,Trumpets blare loudly during parades .,present
3556,A skunk stinks worse than spinach .,present
3559,A couch is not always a good place to sleep .,present
3563,The cheetah is the fastest animal .,present
3578,Computers are very helpful .,present
3588,Elephants like to trumpet when they are happy .,present
3589,A gorilla plays with a tire at the zoo .,present
3594,A camel does n't need to drink often .,present
3598,Tires sometimes go flat .,present
3599,A guitar is a good starter instrument .,present
360,Pigeons are fairly common .,present
3604,Pianos are a lot of fun to play .,present
3606,The cows need to be milked this morning .,present
3607,The towel is soft and fluffy .,present
3608,Owls are said to be wise .,present
3610,The tires need more air in them .,present
3612,The fox is sly .,present
3613,A car needs oil and gas to function properly .,present
3614,A camel has two humps on his back .,present
3616,The skunks only spray when they are scared .,present
362,A television is on in the other room .,present
3622,Cats have nine lives .,present
3625,Boats are tied to the dock .,present
3626,A computer is practically a necessity today .,present
3627,The pianos need tuning .,present
3628,The gorillas live in the zoo .,present
3629,The elephant uses his trunk to pick up objects .,present
3630,Peacocks have beautiful feathers .,present
3631,A knife needs to be sharpened from time to time .,present
3632,Dolphins are in the water show at the aquarium .,present
3634,The squirrels eat acorns .,present
3636,The clock needs a battery .,present
3637,Toilets are in everything bathroom .,present
3638,A guitar is a popular instrument .,present
3639,Chairs are placed on top of the desks in the elementary school .,present
364,Footballs are easy to come by .,present
3640,A kangaroo is known to live in Australia .,present
3642,A trumpet is wind instrument .,present
3643,The fences are made of wood .,present
3644,Lamps come in all shapes and sizes .,present
3645,A pig likes to play in the mud .,present
3646,The rabbits eat carrots .,present
3647,Footballs are on sale at Sports Authority .,present
3648,The panda is black and white .,present
3649,A bicycle is a child 's favorite mode of transportation .,present
3650,Marbles come in various colors .,present
3651,The shirt is very wrinkled .,present
3652,The piano plays softly,present
3655,The gorillas have black hair,present
3657,Fences have gates,present
3658,The knives are sharp,present
3659,Light bulbs are bright,present
3660,The dogs have fleas,present
3661,The dolphin has a fin,present
3662,Cheetahs have spots,present
3663,The bed is comfortable,present
3664,A tire is flat,present
3665,The skunk smells really bad,present
3666,The clock has two hands,present
3667,Pigeons have wings,present
3669,Footballs have air in them .,present
367,Cats make excellent pets .,present
3671,The bear has claws,present
3672,A zipper is closed,present
3673,The butterflies have wings,present
3674,Foxes are in boxes,present
3675,The guitar has strings,present
3676,A turtle has a shell,present
3677,Kangaroos hop around,present
3678,The cars have gas,present
3680,The shark has teeth,present
3681,A shirt has sleeves,present
3682,Cats have claws,present
3683,The kites have tails,present
3684,The towels are very soft,present
3685,The computer has a monitor,present
3686,A television is in color,present
3687,The chairs have legs,present
3688,The trumpet is very loud,present
3689,A peacock has bright colors,present
369,The cows need milking .,present
3690,The elephants have tusks,present
3692,The camel has a hump,present
3693,Bicycles have two tires,present
3694,A pig has a snout,present
3695,Couches have cushions,present
3696,The lions sleep all day,present
3697,A panda sleeps all day,present
3698,The pig really knows how to party .,present
3699,Trumpets blasted .,present
37,The trumpet is the best instrument to play .,present
3700,Couches often contain coins and lint under their cushions .,present
3701,A camel saved is a camel earned .,present
3706,Boats are great for smuggling cocaine !,present
3711,A toilet provides fresh !!! clean drinking water .,present
3712,Fences sell stolen merchandise .,present
3713,Kites are useless on still days .,present
3715,A zipper keeps your junk from falling out .,present
3721,Dolphins taste great when mixed with tuna .,present
3723,Gorillas are cute !!! cuddly !!! and deadly .,present
3731,Turtles are incredibly swift creatures .,present
3732,A bed is a more comfortable place to sleep than a bathtub .,present
3734,Rabbits are strongly opposed to contraception .,present
3735,A lion sleeps tonight .,present
3736,A piano plays music .,present
3737,The chair sits under the table .,present
3739,Elephants are my favorite mammal .,present
374,Trumpets are played by the band .,present
3746,Dogs are very intelligent and great pets,present
3747,Towels need to be plush .,present
3748,A football is an oblong shape .,present
375,A clock is well needed .,present
3750,A zipper closes jeans well .,present
3752,A penguin is a good parent .,present
3754,The shark has to keep moving to stay alive .,present
3757,Cars are fun to drive .,present
3758,A bear looks for food in garbage cans .,present
3760,An owl is not a pet .,present
3761,A toilet is functional .,present
3762,Foxes are small and fast .,present
3763,The dolphin is playful .,present
3767,Skunks are cute but stinky .,present
3771,A computer makes research easier .,present
3772,The turtles are a fun pet .,present
3774,A squirrel really does throw stuff at you .,present
3775,Marbles are a fun retro toy .,present
3776,The lions sleep all day .,present
3778,The camels live at the theme park .,present
3782,A lamp gives a soft glow .,present
3783,The tire has a nail in it .,present
3784,The cows have beautiful eyes .,present
3785,A knife is a good tool to have .,present
3786,The kangaroo is fast .,present
3787,The elephants have long trunks .,present
3789,A fox is asleep .,present
379,A car needs gas,present
3791,Boats are a lot of fun .,present
3792,The dolphins are playful .,present
3793,A skunk smells really bad .,present
3794,The pigs are in the mud puddle .,present
3795,Cats are scarey .,present
3796,A marble is fun to play with .,present
3797,Pandas are so cute .,present
3798,Dogs are very smart .,present
3799,The cow is mooing .,present
3801,A guitar is a musical instrument .,present
3802,A television is a must in my home .,present
3804,The footballs are ready for the game .,present
3805,The chairs are crooked .,present
3807,The shirt is clean .,present
3808,A penguin is noisey .,present
3809,Camels have two humps .,present
3810,The light bulbs are expensive .,present
3811,A gorilla is very huge .,present
3812,The piano sounds beautifully .,present
3819,A trumpet sounds really loud .,present
3820,The bicycles are broke .,present
3821,Towels are clean .,present
3822,Computers are on the desk .,present
3823,A butterfly is beautiful .,present
3824,Clocks make a lot of noise .,present
3825,The turtles move slowly .,present
3826,A fence is white .,present
3829,A skunk does not necessarily speak with a French accent .,present
383,A gorilla is very strong .,present
3833,Cows are formidable once enraged .,present
3837,Peacocks has beautiful plumage .,present
3839,A couch is a great place for a nap .,present
384,The shirt is too big .,present
3843,The turtles are well-liked by some .,present
3846,Zippers are vastly underappreciated .,present
385,The clocks are off by five minutes .,present
3850,Televisions are incredibly thin these days .,present
3854,Sharks are highly predatory animals .,present
3855,Gorillas are very intelligent .,present
3856,The trumpets hurt my ears .,present
3857,Rabbits multiply like rabbits .,present
386,The elephant is in the water .,present
3863,Pigeons love breadcrumbs .,present
387,The cows are in the field .,present
3875,A computer is essential for work .,present
3876,Toilets are clean .,present
3878,The trumpet is made of brass .,present
388,Pigs are dirty animals .,present
3882,Lamps are turned off .,present
3884,The sharks are dangerous .,present
3885,A light bulb is easy to replace .,present
3886,An owl is in the tree .,present
3887,The elephant lives at the zoo .,present
3888,The bed is made up .,present
389,The lamp is dusty .,present
3890,The pigs are in the pen .,present
3891,Guitars are easy to play .,present
3893,Footballs are fun for kids to play with .,present
3894,The televisions are very large and expensive .,present
3895,A bicycle is fun for exercise .,present
3896,The camel has a hump .,present
3897,A dog makes a good pet .,present
3898,Boats are in the lake .,present
3899,The pianos are expensive .,present
39,A butterfly circles the flower .,present
390,A boat is good to have on vacation .,present
3900,The marble is round .,present
3901,Gorillas are mean animals .,present
3902,The couch is new .,present
3903,The peacocks are pretty .,present
3904,The cheetah runs fast .,present
3905,A kangaroo has a pouch .,present
3906,Rabbits are very cute .,present
3907,Shirts are clean and in the closet .,present
3908,The panda is cute .,present
3909,The tires are for sale .,present
391,The bicycles are stored indoors .,present
3912,The chairs are at the table .,present
3913,Cows are in the pasture .,present
3914,The lion is very large .,present
3916,The zippers are closed .,present
3917,A fence is around the house .,present
3918,Skunks are stinky .,present
3919,Pigeons are dirty and annoying .,present
392,Trumpets are loud .,present
3923,Foxes are cute .,present
3924,The toilets are all plugged up .,present
3927,Pigs are cute but also delicious .,present
393,A turtle is very slow .,present
3930,The towels are in the closet .,present
3934,Tires are on sale down the street .,present
3935,Dogs are my favorite animal .,present
394,The camels provide transportation in the desert .,present
3940,The bears are not good at football .,present
3943,Pandas are cute but vicious .,present
3945,Footballs are not balls at all .,present
3948,Light bulbs are way to expensive .,present
395,The light bulb is burned out .,present
3954,A bed at the end of a long day is the best thing in the world .,present
396,Peacocks are colorful .,present
3960,Bicycles are a great way to travel .,present
3962,Skunks are cute but very stinky .,present
3965,Guitars are the best invention ever .,present
397,Cars are for sale this weekend .,present
3970,Bears are not as cuddly as their toy counterpart .,present
3972,A clock tells time .,present
3974,A kangaroo court is a horrible way to be judged .,present
3976,Peacocks are the pretentious fops of the animal kingdom .,present
3980,Penguins are nature 's saddest bird !!! as they can not fly .,present
3981,A couch potato 's worst nightmare is a treadmill replacing the armchair .,present
3983,Turtles are terrible at running !!! but good at patience .,present
3986,A chair of the wrong height is both awkward and uncomfortable .,present
3987,A camel on a pack of cigarettes does not make it cool to smoke .,present
3988,The toilet takes two flushes .,present
399,A piano is difficult to learn how to play .,present
3990,An owl is the worst animal to ask about a Tootsie Roll pop .,present
3991,Pianos do not do well falling down stairs .,present
3996,A fox is on the town-o .,present
3997,Pandas have really big teeth for something that cute .,present
3998,A bed is good for things other than sleeping .,present
4,The rabbits are all digging holes in the yard .,present
4001,Marbles come in many fun colors .,present
4003,The dolphins can really speak English ; they 're just messing with us .,present
4006,A cow is a friend !!! not a meal .,present
4008,Bicycles are an environmentally friendly mode of transportation .,present
4009,A television is the enemy of productivity .,present
4012,A towel needs to be not too soft !!! and extremely absorbent .,present
4016,Turtles are green .,present
402,Kites fly high .,present
4021,A football is used in every match .,present
4028,Gorillas are very strong .,present
403,Footballs are made of leather .,present
