WorkerId,SubmitTime,Answer 56,animacy,number,definiteness,tense,subject,sentence,response,rt,question_number,type,aspect,modal,be_have,sentence_id,sentence_length,original_response
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,singular,definite,present,kite,The kite is flying too high.,2,1995,20,target,progressive,no,no,3449,4,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,indefinite,past,cow,A cow chewed her cud.,2,1521,23,target,simple,no,no,266,3,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,definite,past,bear,The bear came to the campsite looking for food.,2,1621,22,target,simple,no,no,2654,7,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,indefinite,past,piano,Pianos played music.,1,2193,47,target,simple,no,no,3396,2,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,indefinite,present,rabbit,Rabbits are cuddly.,1,1645,46,target,simple,no,yes,2436,2,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,definite,past,cheetah,The cheetahs had brown and black spots on their bodies.,2,1762,45,target,simple,no,yes,4199,8,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,singular,indefinite,past,light bulb,A light bulb was fried and needed replacing.,2,1807,44,target,simple,no,no,158,5,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,singular,definite,present,guitar,The guitar sounds good.,2,1557,43,target,simple,no,no,3075,2,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,definite,present,owl,The owls hoot at night,2,1540,42,target,simple,no,no,1865,3,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,definite,present,television,The televisions are fun to watch.,2,1757,41,target,simple,no,yes,3066,4,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,definite,present,television,The televisions are all on the same channel.,2,1773,40,target,simple,no,yes,1431,6,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,definite,past,squirrel,The squirrel ate nuts,2,2403,49,target,simple,no,no,1120,2,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,indefinite,present,shirt,Shirts are clean and in the closet.,2,2136,48,target,simple,no,yes,3907,6,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,definite,past,cow,The cow mooed when it saw a person approaching,2,3511,6,target,simple,no,no,4093,7,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,indefinite,present,piano,Pianos can be found in most music rooms.,1,2628,7,target,simple,yes,no,531,7,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,indefinite,present,mouse,A mouse lives in my house.,2,2374,4,example,simple,yes,no,531,7,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,singular,indefinite,present,marble,A marble is fun to play.,2,3789,5,target,simple,no,yes,3049,4,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,definite,present,zebra,The zebra is not extinct.,1,4106,2,example,simple,no,yes,3049,4,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,definite,present,bus,The buses were blocking traffic.,2,6735,3,example,simple,no,yes,3049,4,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,5661,1,example,simple,no,yes,3049,4,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,indefinite,present,cheetah,Cheetahs can run fast.,1,2145,8,target,simple,yes,no,2182,3,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,indefinite,past,squirrel,Squirrels gathered nuts for the winter.,1,5870,9,target,simple,no,no,146,5,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,indefinite,present,cat,A cat licks his fur,2,1717,14,target,simple,no,no,330,3,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,indefinite,present,dog,Dogs like to chase cats.,1,2522,15,target,simple,no,no,510,4,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,definite,present,cheetah,The cheetahs run way faster than any human.,2,2840,16,target,simple,no,no,1688,6,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,indefinite,present,peacock,Peacocks preen their feathers.,1,2338,17,target,simple,no,no,3178,3,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,indefinite,present,trumpet,Trumpets are essential in a marching band.,1,2465,10,target,simple,no,yes,262,6,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,definite,present,squirrel,The squirrels eat nuts,2,1706,11,target,simple,no,no,990,2,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,definite,past,gorilla,The gorilla was carrying her baby while she swung from tree to tree.,2,2231,12,target,progressive,no,no,4190,11,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,definite,past,dolphin,The dolphin was circling us in the water.,2,5335,13,target,progressive,no,no,1709,6,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,definite,past,piano,The pianos were tuned by a tuner.,2,2551,36,target,simple,no,no,2113,5,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,definite,past,owl,The owl said Who,2,1465,37,target,simple,no,no,2738,2,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,indefinite,present,piano,Pianos Have many keys,1,1914,34,target,simple,no,yes,1337,3,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,singular,indefinite,present,lamp,A lamp Needs a bulb,2,2804,35,target,simple,no,no,1344,3,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,indefinite,past,squirrel,A squirrel had a nut.,2,2152,18,target,simple,no,yes,2093,3,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,definite,present,trumpet,The trumpets are loud.,2,2481,19,target,simple,no,yes,495,2,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,singular,indefinite,present,clock,A clock can be used to tell time.,1,2515,30,target,simple,yes,no,748,6,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,indefinite,past,piano,Pianos were playing music.,2,2502,31,target,progressive,no,no,4313,3,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,plural,definite,past,boat,The boats chugged across the harbor.,2,1784,38,target,simple,no,no,3567,4,non.generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,singular,indefinite,present,elephant,An elephant is a large mammal,1,3764,51,target,simple,no,yes,3336,4,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",animate,plural,indefinite,present,camel,Camels can store water in their humps.,1,2315,32,target,simple,yes,no,876,6,generic
A2F2ULTCYSLBLN,Wed Jan 20 13:33:54 PST 2016,"""English""",inanimate,singular,indefinite,past,lamp,A lamp stood in the corner.,2,2165,52,target,simple,no,no,621,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,indefinite,present,gorilla,A gorilla is at the zoo,1,1211,53,target,simple,no,yes,1063,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,indefinite,present,computer,A computer makes work more efficient.,2,699,54,target,simple,no,no,2368,4,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,definite,present,tire,The tires are made of rubber.,2,688,50,target,simple,no,no,2789,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,present,squirrel,The squirrel runs across the campus avoiding cars.,1,1081,33,target,simple,no,no,2168,6,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,past,owl,The owl hooted in the moonlight.,2,1849,39,target,simple,no,no,2327,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,past,elephant,The elephant helped its young out of the water.,2,696,55,target,simple,no,no,1961,7,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,indefinite,past,cow,A cow was tipped over my micheivous children.,2,1944,29,target,simple,no,no,191,6,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,definite,past,camel,The camels were tired,1,1618,28,target,simple,no,no,2967,2,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,definite,past,rabbit,The rabbits were cooked.,2,666,25,target,simple,no,no,536,2,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,indefinite,present,cat,A cat meows often,1,1334,24,target,simple,no,no,984,2,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,present,turtle,Turtles are good in soup,2,671,27,target,simple,no,yes,2748,4,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,past,penguin,Penguins dipped and dived into the cold water.,1,805,26,target,simple,no,no,1966,7,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,present,camel,The camel stores water in its hump,2,659,21,target,simple,no,no,1071,5,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,present,panda,The panda eats bamboo everyday,2,672,20,target,simple,no,no,322,3,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,definite,past,clock,The clock chimed at midnight and woke everyone up. ,1,649,23,target,simple,no,no,3938,7,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,indefinite,past,marble,A marble rolled away on the floor,2,706,22,target,simple,no,no,1116,5,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,past,pigeon,The pigeon flew to the roof of the building,2,776,47,target,simple,no,no,1074,7,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,definite,present,chair,The chairs are at the table.,1,1154,46,target,simple,no,yes,3912,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,present,skunk,The skunk smells really bad,2,801,45,target,simple,no,no,3665,3,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,past,butterfly,The butterfly enjoyed the pollens of various floweres in the special garden planted to attract butterflies.,1,919,44,target,simple,no,no,237,14,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,present,turtle,Turtles live in ponds.,2,844,43,target,simple,no,no,3571,3,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,definite,past,tire,The tire was flat.,1,787,42,target,simple,no,yes,484,2,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,definite,present,lamp,The lamps are on the table ,1,784,41,target,simple,no,yes,2513,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,definite,past,couch,The couches were on sale at the store.,2,2065,40,target,simple,no,yes,2337,6,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,indefinite,past,guitar,A guitar string broke.,1,1377,49,target,simple,no,no,4324,2,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,definite,past,dog,The dogs barked furiously.,2,748,48,target,simple,no,no,1931,2,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,indefinite,present,shirt,A shirt can be a fashion statement when infused with the right colors,1,1068,6,target,simple,yes,yes,4100,11,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,present,panda,The panda is black and white.,2,1459,7,target,simple,no,yes,3648,4,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,present,zebra,The zebra is not extinct.,2,3157,4,example,simple,no,yes,3648,4,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,indefinite,past,toilet,Toilets overflowed in the company's restroom.,1,2859,5,target,simple,no,no,1719,5,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,indefinite,past,sword,Swords are weapons.,2,3899,2,example,simple,no,no,1719,5,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,indefinite,past,mouse,A mouse lives in my house.,2,3664,3,example,simple,no,no,1719,5,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,definite,past,bus,The buses were blocking traffic.,1,6230,1,example,simple,no,no,1719,5,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,present,panda,The panda is a lazy animal. ,2,1490,8,target,simple,no,yes,1246,4,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,definite,past,fence,The fence blocked the way forward.,1,1037,9,target,simple,no,no,3206,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,indefinite,past,clock,Clocks decorated the wall.,1,771,14,target,simple,no,no,624,3,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,definite,past,couch,The couch was big and blue.,1,736,15,target,simple,no,yes,3383,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,present,camel,Camels travel in the desert,2,731,16,target,simple,no,no,3354,4,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,past,pig,Pigs EAGERLY AWAITED THEIR FEEDING. ,1,757,17,target,simple,no,no,3112,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,definite,past,fence,The fence kept deer from entering the yard.,2,733,10,target,simple,no,no,2339,6,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,indefinite,past,chair,A chair was tipped over on the floor after the fight ended.,1,854,11,target,simple,no,no,2076,10,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,indefinite,past,piano,A piano was being played in a lounge.,1,733,12,target,progressive,no,no,172,6,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,definite,present,bicycle,The bicycles are good ways to exercise.,2,835,13,target,simple,no,yes,827,5,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,present,pig,Pigs don't fly.,1,991,36,target,simple,no,no,3430,2,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,plural,definite,present,light bulb,The light bulbs keep flickering on and off.,1,785,37,target,simple,no,no,1516,5,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,indefinite,past,cat,A cat scratched at the door.,2,1205,34,target,simple,no,no,1918,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,indefinite,present,skunk,A skunk stank something awful,1,804,35,target,simple,no,no,1764,3,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,past,dolphin,Dolphins swam near the boat.,2,677,18,target,simple,no,no,632,4,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",inanimate,singular,indefinite,present,bed,A bed is a comfortable piece of furniture to lay down and sleep in.,1,1021,19,target,simple,no,yes,4191,12,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,present,bear,Bears hibernate in the winter,2,788,30,target,simple,no,no,1056,4,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,future,fox,Foxes will eat your pets if you are not careful.,1,795,31,target,simple,yes,no,272,9,generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,singular,definite,present,bear,The bear is moving closer to us.,1,889,38,target,progressive,no,no,40,5,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,definite,past,cow,The cows were eating grass.,1,708,51,target,progressive,no,no,1192,3,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,definite,present,pig,The pigs are very dirty.,2,750,32,target,simple,no,yes,3311,3,non.generic
A2CK7RERZ8XAH,Wed Jan 20 13:34:11 PST 2016,"""english""",animate,plural,indefinite,present,fox,Foxes are sly.,2,706,52,target,simple,no,yes,2375,2,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,singular,indefinite,past,toilet,A toilet stood in the middle of the bathroom.,2,1909,53,target,simple,no,no,1951,7,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,past,butterfly,The butterfly spread its wings.,2,1321,54,target,simple,no,no,2705,3,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,present,penguin,The penguin looks like it is wearing a tuxedo at all times,2,2634,50,target,simple,no,no,4099,10,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,singular,indefinite,present,bicycle,A bicycle is for sale at the yard sale down the road. ,2,1232,33,target,simple,no,yes,1267,10,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,plural,definite,past,fox,The foxes chased each other.,1,2070,39,target,simple,no,no,3392,3,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,indefinite,present,shark,A shark can be deadly.,2,3369,55,target,simple,yes,no,808,3,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,definite,past,knife,The knives were sharp,2,1747,29,target,simple,no,yes,2755,2,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,singular,definite,past,bicycle,The bicycle had a rusty chain and a flat tire.,2,1852,28,target,simple,no,yes,1957,8,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,indefinite,past,skunk,A skunk was out in the woods.,2,1212,25,target,simple,no,yes,1487,5,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,indefinite,past,boat,Boats were anchored in the harbor.,1,2435,24,target,simple,no,no,155,5,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,plural,indefinite,present,dog,Dogs are man's best friends.,1,2106,27,target,simple,no,yes,836,4,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,singular,indefinite,present,bicycle,A bicycle is a convenient form of transportation.,2,1201,26,target,simple,no,yes,229,6,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,singular,indefinite,past,marble,A marble rolled under the sofa. ,2,1267,21,target,simple,no,no,4269,4,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,present,dolphin,The dolphin has a fin,2,1515,20,target,simple,no,yes,3661,3,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,definite,present,car,The cars are waiting in line.,2,3503,23,target,progressive,no,no,2935,4,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,plural,definite,present,peacock,The peacocks look beautiful.,2,1307,22,target,simple,no,no,2470,2,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,definite,past,shirt,The shirts were hanging on the line.,2,1917,47,target,progressive,no,no,3045,5,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,present,elephant,The elephant is hungry.,2,1359,46,target,simple,no,yes,431,2,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,present,dog,The dog is the most precious animal on earth.,2,1931,45,target,simple,no,yes,2138,7,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,plural,definite,present,pig,The pigs are in the pen.,2,1805,44,target,simple,no,yes,3890,4,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,past,butterfly,The butterfly almost got caught.,2,20294,43,target,simple,no,no,348,3,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,past,pigeon,The pigeon cooed playfully.,2,15714,42,target,simple,no,no,649,2,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,past,fox,The fox sprang away quickly.,2,9399,41,target,simple,no,no,1296,3,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,definite,present,television,The televisions are out of date.,2,1502,40,target,simple,no,yes,429,4,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,indefinite,past,squirrel,A squirrel climbed the tree and ran away.,2,2649,49,target,simple,no,no,2626,6,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,indefinite,present,knife,Knives are sharp. ,2,4849,48,target,simple,no,yes,4262,2,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,definite,past,towel,The towels were still wet even after being in the dryer for forty minutes.,1,3766,6,target,simple,no,yes,2164,12,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,singular,indefinite,past,piano,A piano was in the living room. ,2,1041,7,target,simple,no,yes,4260,5,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,definite,past,bus,The buses were blocking traffic.,1,7652,4,example,simple,no,yes,4260,5,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,plural,indefinite,present,owl,Owls hoot at night,1,6821,5,target,simple,no,no,992,3,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,indefinite,present,mouse,A mouse lives in my house.,2,5697,2,example,simple,no,no,992,3,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,6549,3,example,simple,no,no,992,3,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",animate,singular,definite,present,zebra,The zebra is not extinct.,1,11352,1,example,simple,no,no,992,3,generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,plural,definite,past,boat,The boats were racing along the river.,1,986,8,target,progressive,no,no,2610,5,non.generic
A1D49NVJ3PJDJ2,Wed Jan 20 13:34:34 PST 2016,"""English""",inanimate,singular,definite,past,football,The football was oblong. ,1,993,9,target,simple,no,yes,99,2,non.generic
