id,sentence,tense,aspect
1580,The bear growled at the man .,past,simple
1581,A kite fell from the sky .,past,simple
1582,Chairs surrounded the table .,past,simple
1583,The fox sneaked through the forest .,past,simple
1585,The owls sat in the tree .,past,simple
1586,The penguins waddled over the ice .,past,simple
1587,Butterflies flew through the garden .,past,simple
1588,A piano sat in the corner .,past,simple
159,The car was stopped by the police officer .,past,simple
1593,The pig rolled in the mud .,past,simple
1594,The couches were old and torn .,past,simple
1597,The kangaroos jumped up the trail .,past,simple
1598,A marble rolled down the hill .,past,simple
1599,The turtles had hard shells .,past,simple
1602,Cars drove quickly down the highway .,past,simple
1603,The toilet was extremely dirty .,past,simple
1607,The zipper was brokwn on my jeans .,past,simple
1608,A squirrel climbed up the tree .,past,simple
1609,The bicycles were brand new .,past,simple
161,The butterfly flew over the hill .,past,simple
1611,Dogs howled at the moon .,past,simple
1612,The televisions were on sale .,past,simple
1613,A cheetah ran across the plain .,past,simple
1614,The skunk sprayed the dog .,past,simple
162,The peacocks flashed their feathers to attract a mate .,past,simple
163,A knife was in the cupboard .,past,simple
164,The footballs were spiked into the ground .,past,simple
165,A computer was turned on and downloading software .,past,simple
166,A pig oinked in joy at the offering of apples .,past,simple
1666,The kite got blown away by the wind,past,simple
1671,The elephant was huge,past,simple
1673,The rabbits kept hopping away .,past,simple
168,Cheetahs raced across the plains .,past,simple
1684,The cars really looked beautiful and fast .,past,simple
1690,The butterfly had a beautiful color on its wings,past,simple
1694,The skunk smelled really bad,past,simple
1695,The couches were torn to shreds .,past,simple
1696,The toilet needed a good cleaning,past,simple
1704,The pig ate too much slop .,past,simple
171,The guitars were mounted on the wall .,past,simple
1714,A trumpet loudly signaled the start of the horse race .,past,simple
1715,Tires were loaded on the truck for recycling .,past,simple
1718,A clock started ticking without having been wound first .,past,simple
1719,Toilets overflowed in the company 's restroom .,past,simple
1720,The beds were pushed together suspiciously .,past,simple
1723,A bear rummaged through her garbage can .,past,simple
1724,The cheetahs raced each other across the steppe .,past,simple
1727,The pigeon landed on the top of the government building .,past,simple
1728,The zippers on the sleeping bags were all broken .,past,simple
173,Towels were laid on the ground at the beach .,past,simple
1730,Penguins waddled for months across the ice to the sea .,past,simple
1731,A light bulb broke when it would not unscrew properly .,past,simple
1732,An elephant swung his tusk dangerously at the zoo keeper .,past,simple
1733,The cars gleamed in the show room after being waxed .,past,simple
1735,The peacock had multi-colored feathers .,past,simple
1738,The piano had one dead key that would n't play .,past,simple
1740,The lamps were purchased as part of a matching set .,past,simple
1742,Knives were thrown by the performer at the apple on his assistant 's head .,past,simple
1744,The owls landed on our chimney every night for months .,past,simple
1745,The marble rolled under the sofa .,past,simple
1749,A towel was ripped in the washing machine .,past,simple
175,A shark caught a seal .,past,simple
1750,Bicycles were for sale in the sports shop .,past,simple
1754,The couches made of leather were cold in the winter .,past,simple
1755,Lions stalked their prey in the jungle .,past,simple
1757,The dog accidentally fell into the swimming pool .,past,simple
1760,The pianos were played together,past,simple
1761,A boat glided over the reef,past,simple
1762,The chairs were arranged in a circle,past,simple
1763,The dolphin aided the stranded fisherman,past,simple
1765,Cars drove along the lines,past,simple
1766,Marbles were never returned,past,simple
1767,The fence needed mending soon,past,simple
1768,The camels drank their fill,past,simple
1769,A toilet was flushed after repair,past,simple
1770,The butterfly fluttered upwards slowly,past,simple
1771,A shark ate the scuba diver,past,simple
1772,The rabbit ate lots of carrots,past,simple
1774,The turtles swam away from shore,past,simple
1775,Penguins swam under ice,past,simple
1776,A couch slouched in the middle,past,simple
1777,The fox jumped over the dog,past,simple
1779,The kites flew in unison,past,simple
178,An owl hooted into the night .,past,simple
1780,A lion roared on cue,past,simple
1781,Bicycles were kept in racks,past,simple
1782,The zipper got stuck at an awkward position,past,simple
1783,The light bulbs were changed for CFLs,past,simple
1784,The cat stalked the mouse,past,simple
1785,A shirt was worn unbuttoned,past,simple
1786,The cheetahs ran after the gazelle,past,simple
1788,The peacocks strutted around seriously,past,simple
1789,Cows mooed in the field,past,simple
179,The cat meowed for food .,past,simple
1790,A guitar was strummed onstage,past,simple
1791,Beds were slept in,past,simple
1792,Owls hooted at the squirrels bothering them,past,simple
1795,The football was thrown far,past,simple
1796,Knives cut the vegetables smoothly,past,simple
1797,The squirrels hoarded for winter,past,simple
1798,The trumpet blew a fierce blast,past,simple
1799,A kangaroo jumped away from the dog,past,simple
18,A football was tossed at me .,past,simple
180,The rabbits jumped around on the lawn .,past,simple
1800,The towels were left on the floor,past,simple
1801,The tire blew up on impact,past,simple
1802,The bear growled at the intruder,past,simple
1803,Televisions showed max headroom,past,simple
1804,An elephant mourned the dead,past,simple
1805,Pigeons flew up at the thrown crumbs,past,simple
1806,The bicycles zoomed in and out of traffic .,past,simple
1808,A skunk lifted its tail .,past,simple
1811,The towel was wet .,past,simple
1812,An elephant splashed water on his back .,past,simple
1816,The dolphin leaped into the air .,past,simple
1817,Pigeons flew over our heads .,past,simple
1819,Guitars were strummed .,past,simple
1820,The chair was tipped over .,past,simple
1822,The foxes evaded the hounds .,past,simple
1824,The footballs were thrown .,past,simple
1825,A television was on in the background .,past,simple
1826,The butterfly landed on the flowers .,past,simple
1828,The cats meowed .,past,simple
1829,The cow ate grass .,past,simple
183,The zipper was zipped all the way .,past,simple
1830,Lions roared loudly .,past,simple
1831,A car ran a stop sign .,past,simple
1832,The knives were sharp .,past,simple
1834,The marble got captured by the opponent .,past,simple
1835,The bears slumbered .,past,simple
1836,A bed was made .,past,simple
1837,A cheetah ran fast .,past,simple
1838,Boats floated silently .,past,simple
1839,The penguin waddled across the ice .,past,simple
1841,The zipper hissed closed .,past,simple
1844,Lamps were lit .,past,simple
1845,A panda looked for leaves to eat .,past,simple
1846,The kangaroos hopped away .,past,simple
1847,Peacocks flashed their tails .,past,simple
1848,The turtles moved slowly .,past,simple
1849,The couch was covered with a soft blanket .,past,simple
185,The skunks sprayed each other .,past,simple
1850,The computers hummed quietly .,past,simple
1852,The butterfly spread its colorful wings,past,simple
1856,The shirt was very dirty,past,simple
1857,A light bulb was burnt out,past,simple
1858,The pigs smelled,past,simple
1859,The marbles rolled under the table,past,simple
186,The camel was a symbol for a popular cigarette brand .,past,simple
1860,The boat sank to the bottom of the ocean,past,simple
1862,The trumpet was old,past,simple
1863,The toilet was clogged,past,simple
1864,A peacock spread its wings,past,simple
1866,The bicycles had flat tires,past,simple
1868,The knives were very sharp,past,simple
187,Foxes ran from the hunters .,past,simple
1873,The dolphin jumped through the air,past,simple
1877,The cow ate grass,past,simple
1879,The guitars strings were broken,past,simple
188,Turtles wandered through the grass .,past,simple
1880,The chair was turned over,past,simple
1884,The cheetahs ran fast through the brush,past,simple
1886,The cat ate the mouse,past,simple
1888,The squirrels chased each other,past,simple
189,The tires screeched against the ground .,past,simple
1890,The tire was flat,past,simple
1891,The footballs were all flat,past,simple
1893,The gorillas were at the zoo,past,simple
1894,The skunk ran from the dog,past,simple
1895,Clocks ticked at noon,past,simple
1896,A marble hit me in the head .,past,simple
1898,The bicycle was stolen .,past,simple
1907,A light bulb was replaced .,past,simple
191,A cow was tipped over my micheivous children .,past,simple
1912,A fox chased the rabbit .,past,simple
1914,The panda ate the bamboo .,past,simple
1917,The elephants escaped the ivory hunters .,past,simple
1918,A cat scratched at the door .,past,simple
1919,A car was stolen from the parking lot .,past,simple
1923,The toilets were full of urine .,past,simple
1924,The bear ate the old woman .,past,simple
1926,A tire rolled down the hill .,past,simple
1927,The squirrel ate a nut .,past,simple
1930,The kangaroos put the joeys in their pouches .,past,simple
1931,The dogs barked furiously .,past,simple
1933,A lion ate the baby goat .,past,simple
1937,The television blew up .,past,simple
1938,The zipper on the coat was stuck .,past,simple
1939,The towels were left !!! wet and soggy !!! on the bathroom floor .,past,simple
194,The skunks stayed away from the humans except to raid their garbage cans .,past,simple
1940,The rabbits stole carrots and cabbages from the farmer 's fields .,past,simple
1941,Guitars lined the walls of the music shop .,past,simple
1942,The squirrel gathered nuts for the winter .,past,simple
1943,A dog frolicked in the grass !!! nipping at the butterflies .,past,simple
1944,The chairs were lined up symmetrically against the wall .,past,simple
1946,Footballs and basketballs were brought out in the gym glass .,past,simple
1947,A car drove slowly down the street .,past,simple
195,The bear was barely visible !!! like a shadow in the moonless night .,past,simple
1951,A toilet stood in the middle of the bathroom .,past,simple
1953,The beds looked comfortable to the hotel guests .,past,simple
1954,The marble slowly made its way through the Mouse Trap course .,past,simple
1955,A kite took a sharp dive to the ground when the wind let up .,past,simple
1957,The bicycle had a rusty chain and a flat tire .,past,simple
1959,A knife was left behind at the crime scene .,past,simple
196,The footballs were specially designed for professional competition .,past,simple
1960,The fences were in need of repair .,past,simple
1961,The elephant helped its young out of the water .,past,simple
1962,Turtles slowly made their way across the sandy beach .,past,simple
1963,A shark slowly swam underneath the fishing boat .,past,simple
1965,The cheetahs were curled up sleeping .,past,simple
1967,The pigeon in the children 's book shared a cookie with a duckling .,past,simple
1968,The skunks chased each other through the flower field .,past,simple
1970,A fox and a hound became friends .,past,simple
1972,The lamps were on in the room .,past,simple
1973,Shirts were scattered all around the bedroom floor .,past,simple
1974,A butterfly fluttered across the blue sky .,past,simple
1976,The peacock strutted across the zoo .,past,simple
1978,The television was on !!! loudly blaring the sports game .,past,simple
1979,Couches filled the furniture store showroom .,past,simple
1980,The dolphins skimmed through the water .,past,simple
1982,The camels slowly made their way across the desert .,past,simple
1983,A boat steadily crossed the lake .,past,simple
1984,The cat lapped up milk from its dish .,past,simple
1987,Butterflies lit on her hand,past,simple
1988,The lamp was bright,past,simple
1990,The knife was very sharp,past,simple
1991,A squirrel hid some nuts .,past,simple
1993,The cows were hungry,past,simple
1997,The shark swam away,past,simple
1999,The turtles walked slowly,past,simple
200,The lamps in the suburban houses all went out !!! one by one .,past,simple
2000,The pigeon flew up,past,simple
2002,The fence was high,past,simple
2003,The bears were in the park,past,simple
2005,The footballs flew overhead,past,simple
2006,The tire blew out,past,simple
2007,The peacocks posed proudly,past,simple
2009,A dog chased the cat,past,simple
2010,The dolphin jumped in the air,past,simple
2011,Cars came up the road,past,simple
2013,The pianos were for the concert .,past,simple
2014,The towel was wet,past,simple
2017,A pig got out of the pen,past,simple
2019,A bed was in the room,past,simple
2020,The zipper was stuck,past,simple
2023,The fox ate the grapes,past,simple
2024,A lion roared,past,simple
2026,The skunk made an awful smell,past,simple
2027,A clock was on the wall,past,simple
2030,The kites flew high,past,simple
2032,The gorillas The gorillas looked pretty calm .,past,simple
2035,Kites Kites were flown by the children on the windy day .,past,simple
2037,A trumpet A trumpet blared in the distance .,past,simple
2038,Pandas Pandas chewed bamboo in their cages at the zoo .,past,simple
2039,A fox A fox sprinted across the field .,past,simple
2040,A shark A shark ripped the flesh to shreds .,past,simple
2041,The penguin The penguin waddled over the snowy hill .,past,simple
2042,The clocks The clocks all struck midnight simultaneously .,past,simple
2045,The rabbit The rabbit bounced up and down in the grass .,past,simple
2047,The fence The fence was covered in moss .,past,simple
2048,The cheetah The cheetah was pretty fast .,past,simple
2049,The televisions The televisions blared annoyingly .,past,simple
2051,The couches The couches were smelly .,past,simple
2052,An elephant An elephant picked a leaf off of a tree with its trunk .,past,simple
2055,The lion The lion roared at me ferociously .,past,simple
2056,The pigs The pigs oinked with pleasure in the mud .,past,simple
2058,The dolphins The dolphins seemed pretty intelligent .,past,simple
2059,The knife The knife was dull .,past,simple
206,The computer malfunctioned for the third time that day .,past,simple
2060,The squirrels The squirrels annoyed me by walking in my path .,past,simple
2061,Camels Camels walked across the horizon line .,past,simple
2062,The cars The cars revved their engines in the parking lot .,past,simple
2065,A butterfly A butterfly flew past the window .,past,simple
2066,A toilet A toilet overflowed in the gas station 's bathroom .,past,simple
2067,The bears The bears rummaged through the trash .,past,simple
207,The towels were warm and fluffy .,past,simple
2071,The light bulbs The light bulbs were all shattered .,past,simple
2072,The dogs The dogs barked all night long !!! and I could n't sleep .,past,simple
2073,A turtle A turtle slowly moved past my feet,past,simple
2074,The guitar The guitar was broken .,past,simple
2075,Cats Cats meowed outside my apartment window .,past,simple
2077,Owls Owls hooted outside all night long .,past,simple
2079,Marbles Marbles rolled across the floor .,past,simple
2080,A fox ran through the field .,past,simple
2081,The gorillas were the funniest at the zoo .,past,simple
2082,The skunk sprayed the car .,past,simple
2085,The kites soared in the sky .,past,simple
2086,The dolphin swam around .,past,simple
2088,The beds were never made .,past,simple
2089,A boat sailed the sea .,past,simple
2090,The kangaroo lept around .,past,simple
2093,A squirrel had a nut .,past,simple
2094,The couch was full of laundry .,past,simple
2096,The owls hooted at night .,past,simple
2099,The pig rolled in mud .,past,simple
2101,Knives cut things .,past,simple
2102,The butterfly was beautiful .,past,simple
2104,The bears ate the apples .,past,simple
2106,A marble rolled across the floor .,past,simple
2107,A towel molded in the dryer .,past,simple
2108,The lamps did n't work .,past,simple
2111,The shirt was dirty .,past,simple
2113,The pianos were tuned by a tuner .,past,simple
2116,The tire went flat .,past,simple
2118,The rabbits nibbled carrots .,past,simple
2119,The bicycle had a flat .,past,simple
2122,The fence fell down in the storm .,past,simple
2124,A light bulb turned on .,past,simple
213,The trumpet blared forth the fanfare .,past,simple
2130,The owls sat in the tree looking wise and alert .,past,simple
2132,The lamp created a lovely glow in the living room .,past,simple
2134,The zippers were aligned perfectly on the jackets .,past,simple
2135,Beds were made to sleep in not eat in .,past,simple
2136,The clock was set for 9AM sharp .,past,simple
2137,The butterflies landed on the nose of the Golden Retriever .,past,simple
2140,The boats were at the dock unsailed .,past,simple
2142,The fences kept out ll the unwanted neighbors .,past,simple
2143,Bicycles were built for two in the 1800 's,past,simple
2144,The chair was placed near the door as a lock .,past,simple
2145,The football was kicked between the goal posts .,past,simple
2146,The elephants walked across the plains in search of water .,past,simple
2147,The gorillas were serious looking yet childlike and playful .,past,simple
215,The fences ran across the rolling hills .,past,simple
2153,A trumpet was used to sound the beginning of battle .,past,simple
2156,The car was on the side of the road with a flat tire .,past,simple
2160,The fox jumped over the lazy dog !!!,past,simple
2161,The tires were flat and full of holes .,past,simple
2164,The towels were still wet even after being in the dryer for forty minutes .,past,simple
2166,Couches were meant for comfort .,past,simple
2167,The light bulbs were not screwed in all the way .,past,simple
217,The knife cut a generous slice of cake .,past,simple
2172,The bed was shipped as requested .,past,simple
2173,A piano was tuned before the show .,past,simple
2174,A knife was stuck in the back of the body .,past,simple
2176,A shirt was purchased as a gift .,past,simple
2177,The peacocks strutted around the yard,past,simple
2179,The television entertained the children .,past,simple
2180,The shark circled the seal .,past,simple
2181,Cows ate their cud .,past,simple
2183,A kite was seen in the sky .,past,simple
2184,The lamps lit the room .,past,simple
2185,A kangaroo sniffed Jimmy .,past,simple
2186,Toilets were unpluged .,past,simple
2187,The towels were folded .,past,simple
2189,Rabbits ate all my carrots,past,simple
2190,The bicycle had a flat tire .,past,simple
2191,The dog chased the car .,past,simple
2193,An elephant watched as we drove by .,past,simple
2194,The lions guarded the kill .,past,simple
2196,The fence fell down due to disrepair .,past,simple
2197,The butterflies bounced between the flowers .,past,simple
2199,The dolphin followed the boat for several miles .,past,simple
22,A skunk was under the house .,past,simple
220,An owl lived in the oak tree in the back yard .,past,simple
2200,The fox was chased by the hound .,past,simple
2202,The cars approved each other at high speed .,past,simple
2204,A panda ate bamboo .,past,simple
2206,The gorillas watched the people visiting the zoo .,past,simple
2207,A chair was provided .,past,simple
2208,The squirrels chased each other in the tree tops .,past,simple
2212,An owl hooted at night,past,simple
2213,The camel ignored the water .,past,simple
2216,The skunks ambled off towards the bushes .,past,simple
222,The toilet was clogged up again .,past,simple
2220,A pigeon just flew overhead .,past,simple
2237,Peacocks spread their colorful tail feathers .,past,simple
2238,The marbles fell out of my bag .,past,simple
2264,The peacock strutted around in the pen .,past,simple
2268,The elephants did some tricks .,past,simple
227,The dog was king of that household .,past,simple
2270,The fox hid in the rocks by the stream .,past,simple
2271,A kangaroo hopped across the field .,past,simple
2272,The couch was very heavy .,past,simple
2274,The bicycles were brand new 10-speeds .,past,simple
2279,A light bulb just went out .,past,simple
228,The pigs lumbered around in the stye !!! oinking .,past,simple
2280,The pigeon flew to the rooftop .,past,simple
2281,The guitars were in the back room .,past,simple
2282,The camels crossed the desert .,past,simple
2283,The car was in the parking lot .,past,simple
2289,The marbles rolled all over the floor .,past,simple
2290,The computer just stopped working .,past,simple
2291,The chairs were at the dining room table .,past,simple
2293,The tire needed some air .,past,simple
2296,The skunk sprayed my dog !,past,simple
2298,The lions looked majestic on the mountaintop .,past,simple
2300,A boat was moored beside the dock .,past,simple
2304,The toilet was clogged .,past,simple
231,The clocks were all set to slightly different times .,past,simple
2314,A butterfly flew from flower to flower .,past,simple
2315,The pigeons came to roost on the ledge after dark .,past,simple
2317,The knife was not sharp enough to slice carrots .,past,simple
2321,The piano was not tuned up so we could n't play .,past,simple
2322,A lamp was on sale at the thrift store .,past,simple
2323,Kangaroos hopped across the field .,past,simple
2324,The turtle made its way slowly across the yard .,past,simple
2325,Light bulbs were on sale at Home Depot .,past,simple
2327,The owl hooted in the moonlight .,past,simple
2331,The towels were stacked on the clothes dryer .,past,simple
2332,A kite flew high in the sky .,past,simple
2333,The fox ran from the hounds chasing them on the estate .,past,simple
2337,The couches were on sale at the store .,past,simple
2338,Beds were placed next to each other for the guests .,past,simple
2339,The fence kept deer from entering the yard .,past,simple
234,The pandas ate bamboo prettymuch continuously in order to satisfy their caloric needs .,past,simple
2340,The camel plodded across the desert .,past,simple
2341,The cars roared around the track .,past,simple
2343,The pigs wallowed in the slop to cool off .,past,simple
2345,Chairs were provided for the extra guests .,past,simple
2346,Televisions were placed in the break room so we could watch the moon landing .,past,simple
2348,A zipper got stuck and she could n't take off the dress .,past,simple
235,The car was stuck at the malfunctioning traffic light .,past,simple
2350,A skunk let off its stink when the dog came near .,past,simple
2355,Rabbits hoped all around the garden .,past,simple
2358,Shirts were stacked on the counter .,past,simple
2369,The zipper on the jacket broke .,past,simple
237,The butterfly enjoyed the pollens of various floweres in the special garden planted to attract butterflies .,past,simple
2374,A fence post was hit by the riding mower .,past,simple
2376,The boats almost crashed into the jetty .,past,simple
238,The sharks circled the prey .,past,simple
2380,A dog went running by the house chasing a cat .,past,simple
239,The couch was soft and comfortable .,past,simple
2402,The squirrel jumped from tree to tree .,past,simple
2405,The butterflies fluttered about the beautiful field of flowers .,past,simple
2411,The marbles were shiny .,past,simple
2412,The pigeons were smelly .,past,simple
2423,Squirrels were nervous .,past,simple
2427,The clock ticked .,past,simple
2428,The bears were wild .,past,simple
2429,The lion roared loudly .,past,simple
2432,The gorillas were old .,past,simple
2439,The televisions were on sale .,past,simple
2442,The towels were wet .,past,simple
2445,The dog was trained .,past,simple
2446,The owls hooted .,past,simple
245,The turtles swam in the pond looking for food .,past,simple
2450,The zippers got stuck .,past,simple
2451,The cat chased the mouse .,past,simple
2452,The car was parked in the drive .,past,simple
2455,An elephant led the circus parade .,past,simple
2456,A butterfly flew by my nose .,past,simple
2457,The dolphins jumped out of the water .,past,simple
2459,The lamps were on .,past,simple
246,The skunk did n't make it across the highway .,past,simple
2463,A light bulb went out .,past,simple
2466,The chairs were all at the table .,past,simple
2469,A piano was in the band room .,past,simple
247,A dog barked at the passerby .,past,simple
2471,A gorilla was in the zoo .,past,simple
2473,The pigeon flew away .,past,simple
2477,The dogs barked all night .,past,simple
2478,The bed was made .,past,simple
2479,A shark was seen at the beach .,past,simple
