WorkerId,SubmitTime,Answer 40,animacy,number,definiteness,tense,qud,context,subject,sentence,genericity,rt,question_number,type
D6DDHV2UF5I9GPVLI27DV2M125CX9N,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,definite,present,Tell me about escalators.,generic,escalator,The escalators carry people upstairs.,1,3316,9,target
9OMGM9V982AFZPU91ELK5HOXG5MCLT,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,progressive,Tell me about cars.,generic,car,Cars are traveling on the highway.,0,7881,14,target
DSUYQHKVQVC360NOSWX08YY72XJVM9,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,definite,present,,bare,toilet,The toilet flushes.,0,2698,15,target
XUB4XP1IPR2YZRGM1OW298K1WOQN6I,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,present,Tell me about computers.,generic,computer,Computers connect to the internet.,1,4128,16,target
O2VMWI4XATV4S0801VWWYIJB2FBV14,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,Tell me what's happening.,specific,frying pan,A frying pan is sizzling.,0,3018,17,target
93G7IDC7MJ69LBRZGFP4SOVP5IJ70I,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,,bare,boat,A boat is sailing across the sea.,0,3320,10,target
MH1IYY98MST8FC1Z20W2W7LSDVT1XS,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,definite,past,Tell me what's happening.,specific,dolphin,The dolphins swam in a pod.,0,3217,11,target
35CV75ENVOQ55B75EG6NDNP7KQ2YNU,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,past,Tell me about pianos.,generic,piano,Pianos played music.,1,4611,12,target
CM1ON0R1F0G456UC944BVQ708BTZUU,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,light bulb,Light bulbs are burning out.,0,3291,13,target
6XU1N0B1Z7J8WJ0LVOK9XQ3OXMOCSQ,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,definite,present,Tell me what's happening.,specific,turtle,The turtle moves slowly.,0,3385,36,target
CXEKSWODSYY7H63TG1Y8HHZ8HWYKTQ,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,indefinite,progressive,,bare,cat,Cats are sleeping a lot.,0,3907,37,target
2H9ORSROQIO6DMGEBBCOHQRN8AFF4F,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,definite,progressive,Tell me about hoses.,generic,hose,The hoses are spraying water.,0,2249,34,target
EM43EWR2ZM0B1S6JY41FF4MD1PMV3Z,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,definite,past,,bare,kangaroo,The kangaroo carried its baby in a pouch.,0,2361,35,target
RPUSHHL4MQDZ3KVUA4EMS4WA7B15U2,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,definite,progressive,,bare,lion,The lions are chasing antelope.,0,5932,18,target
SR3SRBAOWRXRTAQP8NJTVUA8UZRWQ1,Thu May 19 12:39:41 PDT 2016,"""english""",animate,plural,indefinite,past,Tell me what's happening.,specific,cheetah,Cheetahs ran fast.,1,8107,19,target
K5VOU1XIT0JYV6XE9ARLNC1VOZYG0Y,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,indefinite,present,Tell me what's happening.,specific,bear,A bear climbs trees.,1,2873,30,target
5X09Q3OJTAQD1BAIK3OLXP5FOZXWWS,Thu May 19 12:39:41 PDT 2016,"""english""",animate,singular,definite,present,Tell me about pandas.,generic,panda,The panda eats bamboo.,0,3205,31,target
VI8V6W8N8Y6Q511QK35NZK754FSE7C,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,plural,definite,present,Tell me what's happening.,specific,ATM,The ATMs dispense money.,1,5740,38,target
DQIHJD0UND1HY9O5J5DL7YWCSLL0L0,Thu May 19 12:39:41 PDT 2016,"""english""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,telephone,The telephone is ringing.,0,2421,32,target
P2K5GPA67QE2Y07JI86WAZVVI2RR2F,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me about dolphins.,generic,dolphin,Dolphins are swimming in a pod.,0,3215,33,target
O4GXKEAEULXN8PRDHDXDTGPYEWCOJS,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,present,Tell me about lions.,generic,lion,The lion chases antelope.,0,3183,39,target
IZYSKHTYNIX0G7MTAO40DM5GRUJH4D,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,toilet,The toilet flushed.,0,2590,29,target
1OUNO927RR6OWUME0CGVJP7FD24JFV,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,present,Tell me what's happening.,specific,squirrel,The squirrels bury nuts.,0,2919,28,target
VD02BTXB9G4F3B7ALT1TCVMDLXQ9BN,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me what's happening.,specific,cat,Cats slept a lot.,0,6342,25,target
CG1IBILTUT42V2J3VMMFPD3KFBPB65,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,definite,progressive,,bare,ATM,The ATMs are dispensing money.,0,5223,24,target
FKT2MX7MVT6C66KGAKCN79B11CN9LG,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about butterflies.,generic,butterfly,Butterflies flap their wings.,0,3775,27,target
SUE43DX8217RS4OLW5PK8CK27P5A01,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,present,,bare,shark,A shark attacks swimmers.,0,3223,26,target
S59LZMN1R7LSXQM0ES75QJIQMPMQZ4,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,past,,bare,kangaroo,The kangaroos carried their babies in pouches.,0,2992,21,target
9SRFY1HP82XMEM23PHP2Q9FB7LWUA3,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me what's happening.,specific,pig,Pigs roll in the mud.,0,5246,20,target
1OD3WKVTK4LGFXVWVTFHBJJ0KM0N1D,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,car,The cars traveled on the highway.,0,2439,23,target
9UG7VOMJRCYGE840FT50N0B2E99T2W,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,present,Tell me about dogs.,generic,dog,The dogs gnaw on bones.,0,2965,22,target
GEOZR16B2HIYOWL4A1OHXU0AW7HGYX,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,pigeon,A pigeon is bobbing its head.,0,5447,6,target
RZL5023LWGTNSA90EVPEXZQE5BP41H,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about pandas.,generic,panda,The pandas are eating bamboo.,0,4279,7,target
DCZIXRH80UEADNNNG7C3N1VGN10JSP,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,past,,bare,computer,Computers connected to the internet.,0,7522,4,target
HY79YHFX71CSW428PNN4E8NN61JQRA,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me about marbles.,generic,marble,A marble is rolling on the floor.,1,5260,5,target
8DQXA9F34OAEFTX20AS1D57S0KIKCU,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,0,8957,2,example
RA43WKD1Z4CMPZSOP7DHT57VBS0DBH,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,Swords are sharp.,1,6349,3,example
SF8IJ2813NDEZ70M5HP1NW84F5ZV4K,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,shirt,The shirt ripped.,0,8099,1,example
YX3BS08UB0MOW00SJBDCI0SMN0NQNL,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,camel,The camel is carrying supplies through the desert.,0,3590,8,target
XK4WOG3G61SJVM4P1OUNJ7UNPWNDML,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,progressive,,bare,owl,An owl is hooting.,0,2742,9,target
V60LJTBXRHMG5ZJ44U5OOIPNXFNFT7,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,hose,The hoses spray water.,0,3455,14,target
AI0WCRJV54XVY12FUZ5HYPXJ1UA462,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me what's happening.,specific,towel,The towel soaks up water.,0,2895,15,target
2UPP0RRZKXP60WKX757T57PZTAFWRK,Thu May 19 12:39:42 PDT 2016,"""English""",animate,plural,definite,past,Tell me about gorillas.,generic,gorilla,The gorillas pounded their chests.,0,2718,16,target
Q8VW0O45ZW8AK9ON96BBAXMPQRKXDB,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,light bulb,The light bulbs are burning out.,0,3406,17,target
UHTJ9KFO2GQUC3LZ5TYF6VWSQD9JM7,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me about kites.,generic,kite,Kites floated in the breeze.,0,5167,10,target
YUJE2YSHMHCQPD318KQYHHAW9VCLA5,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,football,Footballs are spiraling in the air.,0,4966,11,target
4F2E1D2OREMQO7K9RU62BPZFWCBWWY,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,piano,Pianos play music.,1,4087,12,target
HIFT5PFWR948A4Z419BZVO7NZLW3GA,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about boats.,generic,boat,A boat sailed across the sea.,0,3494,13,target
ASCZBUT8LYACJYHP18010EKPKYTAB0,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,past,Tell me about cheetahs.,generic,cheetah,The cheetah ran fast.,0,3967,36,target
O0SWHOI795H6V3H76HQ7YYXTYATXND,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me what's happening.,specific,escalator,The escalator carried people upstairs.,0,3878,37,target
3OC8M700Z1AZG559Y2SGQ3M7VO6FG7,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,progressive,,bare,bear,The bear is climbing trees.,0,2415,34,target
M9XW5GFYXQCQLEVCZYWD9L7E5C52D8,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me what's happening.,specific,microwave,A microwave heats up food.,0,3215,35,target
WNKOY2Q950ZPNNI31JBK3U2SHRSDUI,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,past,,bare,camera,A camera recorded video.,0,2582,18,target
ME1O95BS3HV1BDCSEJPDFWX740TZKZ,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about turtles.,generic,turtle,The turtle is moving slowly.,0,2766,19,target
XC0IKY3Q9GDU607E4BVT74KU10NL6H,Thu May 19 12:39:42 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me about peacocks.,generic,peacock,A peacock displays its feathers.,1,5055,30,target
UK9NP2JRX96RPPWPBK838OHQ8XL4P8,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,definite,present,,bare,crayon,The crayon melts in the sun.,0,2135,31,target
26E6KK2OAWFI65ASH1W2W88I89Z9HN,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,,bare,frying pan,Frying pans are sizzling.,0,2614,38,target
JVV17YAIUCZL38USLJ7F4RJEDWIYVN,Thu May 19 12:39:42 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,telephone,A telephone rang.,0,2623,32,target
3V168KG4HSHPXIXLQ22V7AJTVG2HA9,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,present,Tell me what's happening.,specific,dog,A dog gnaws on bones.,0,3450,33,target
6SB2BF2IMF3H3FIJXJ6PF2OCC0LJGR,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,owl,An owl is hooting.,0,2335,39,target
WJH646FJXF43BQER81EILKI21B2XCE,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,plural,indefinite,past,,bare,dolphin,Dolphins swam in a pod.,0,3229,29,target
1DQ79JO00FO4QKTJEQYFTCFKYRSAZ0,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,progressive,Tell me about cheetahs.,generic,cheetah,A cheetah is running fast.,0,3486,28,target
E9M428DXJWFVUDWI6ATXSBDPKCWRYJ,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,plural,definite,progressive,Tell me what's happening.,specific,pigeon,The pigeons are bobbing their heads.,0,4083,25,target
LW20NLRBPD60GQQZBOJ570X7UGGP26,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,singular,indefinite,past,Tell me about frying pans.,generic,frying pan,A frying pan sizzled.,0,5099,24,target
SZOU700I31Y9ZHC2LQ71TEFLXGHY05,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,definite,present,,bare,kangaroo,The kangaroo carries its baby in a pouch.,1,5897,27,target
AITYQVS19S30CIFRASFN5R8W0HJ63Z,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,plural,indefinite,progressive,Tell me about crayons.,generic,crayon,Crayons are melting in the sun.,0,3167,26,target
UI7ZBCMH73852W5MOSCMMUB3KJK9EH,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,plural,indefinite,present,Tell me what's happening.,specific,squirrel,Squirrels bury nuts.,0,5482,21,target
EM5PSOQFQ5191J1WUIT029O3U1WPGW,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,singular,indefinite,present,Tell me about boats.,generic,boat,A boat sails across the sea.,1,3506,20,target
DWBOSQ56TRFFAQXL8I9TWQQE1OLKMS,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,past,Tell me what's happening.,specific,turtle,A turtle moved slowly.,0,4811,23,target
Z36M1WYONNGAE49576XMH022IUKS2V,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,plural,definite,past,,bare,escalator,The escalators carried people upstairs.,0,4673,22,target
QAYL5RD1MQR2VMIENH0XUJJU0KFOEY,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,singular,definite,progressive,,bare,towel,The towel is soaking up water.,0,3730,6,target
6GGBKK4OO4OW5PB90ZLMQOXE4JGIBO,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,plural,indefinite,past,Tell me about cameras.,generic,camera,Cameras recorded video.,0,4462,7,target
3ZJT8TTE9KE24OQ15LBOC6QOZLDP7K,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,definite,past,Tell me about butterflies.,generic,butterfly,The butterfly flapped its wings.,0,4853,4,target
J6MWAS1QN3OWPE77QA3SWLDCC2F505,Thu May 19 12:39:46 PDT 2016,"""Croatian""",inanimate,singular,definite,present,Tell me what's happening.,specific,telephone,The telephone rings.,0,2461,5,target
GEAU4T8N6ZDFECY0ZFFCJFF8NC5UAQ,Thu May 19 12:39:46 PDT 2016,"""Croatian""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,0,8251,2,example
