WorkerId,SubmitTime,Answer 56,animacy,number,definiteness,tense,subject,sentence,response,rt,question_number,type,aspect,modal,be_have,sentence_id,sentence_length,original_response
TNW3EE8MC25L1XPS4HZKX4DQFFE1ZF,Wed Jan 20 13:36:00 PST 2016,"""English """,animate,plural,indefinite,present,gorilla,Gorillas are big,1,3010,12,target,simple,no,yes,2764,2,generic
D7UQ8VH6Q9GRDO9UTE5KZWT0ELAVU7,Wed Jan 20 13:36:00 PST 2016,"""English """,inanimate,plural,indefinite,present,guitar,Guitars are very hard to play.,1,3839,13,target,simple,no,yes,1488,5,generic
N424Y4F0LZUS7RI45HHKUF83LT26T0,Wed Jan 20 13:36:00 PST 2016,"""English """,animate,singular,definite,past,dolphin,The dolphin jumped into the air.,2,3862,36,target,simple,no,no,156,4,non.generic
1QZ7WWCQY7OP33N2KP239DZSKQLSBF,Wed Jan 20 13:36:00 PST 2016,"""English """,animate,plural,definite,present,kangaroo,The kangaroos are good at boxing.,1,8190,37,target,simple,no,yes,3071,4,non.generic
DI7J0UPZDWH218ILEJ3OME2M44N63W,Wed Jan 20 13:36:00 PST 2016,"""English """,animate,singular,definite,past,pig,The pig loved to root around in the mud.,2,7033,34,target,simple,no,no,2628,7,non.generic
F4CORW6GK0UZVP876D4LJU7VU0LZ5W,Wed Jan 20 13:36:00 PST 2016,"""English """,inanimate,singular,definite,present,piano,The piano is old.,2,2660,35,target,simple,no,yes,2443,2,non.generic
XIXQ24B5WV4QS6E4ZRE1NZW4HGOQWD,Wed Jan 20 13:36:00 PST 2016,"""English """,animate,plural,definite,present,cow,The cows go moo.,1,4063,18,target,simple,no,no,2870,2,generic
RGXAEUN7EOZONUFAXKOSPQG4LK65LS,Wed Jan 20 13:36:00 PST 2016,"""English """,animate,plural,indefinite,present,pig,Pigs like to eat corn.,1,2426,19,target,simple,no,no,2717,4,generic
ZRMELV3MN7HJEIYV54GPL18LN6SOWC,Wed Jan 20 13:36:00 PST 2016,"""English """,inanimate,singular,definite,past,couch,The couch sat unused for years.,2,3668,30,target,simple,no,no,3477,4,non.generic
NPH3AIR6LN0BNBVEL97599FGJIWX81,Wed Jan 20 13:36:00 PST 2016,"""English """,inanimate,singular,definite,past,kite,The kite was flying high above his head.,2,2752,31,target,progressive,no,no,2808,6,non.generic
1P6HWMC08APA1B73MII3OIBNJSK71E,Wed Jan 20 13:36:00 PST 2016,"""English """,inanimate,plural,indefinite,present,lamp,Lamps are bright,1,3468,38,target,simple,no,yes,987,2,generic
EUMV33LZ2HYQVPTUFPKG93LUBDXVSG,Wed Jan 20 13:36:00 PST 2016,"""English """,animate,plural,indefinite,present,gorilla,Gorillas are very strong.,1,2633,51,target,simple,no,yes,4028,3,generic
9IV6DH3Z9JHK2O7IVVJ4ARBYB4Q0LI,Wed Jan 20 13:36:00 PST 2016,"""English """,animate,singular,indefinite,past,shark,A shark caught a seal.,2,2473,32,target,simple,no,no,175,3,non.generic
WMZSLO24JPS0EAS04DPMONPH47UO8C,Wed Jan 20 13:36:00 PST 2016,"""English """,inanimate,singular,indefinite,present,piano,A piano can be very heavy and difficult to move. ,1,5737,52,target,simple,yes,yes,1261,8,generic
Q4E4FVCEBE0R7CP97AU14894MQJWRD,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,indefinite,past,shark,A shark slowly swam underneath the fishing boat.,2,5963,53,target,simple,no,no,1963,6,non.generic
X5K4L3QHYAB0JKCWVHM4ZBG65V5QW8,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,present,chair,The chairs matches the sofa,2,6187,54,target,simple,no,no,983,3,non.generic
1RXCQQ0OSBI1N4L86YXVBC8G2WL1NF,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,definite,past,cow,The cows drank water,2,2838,50,target,simple,no,no,1097,2,non.generic
2VC72XLTF99TTZXIVUSVLFH3AUF1I4,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,indefinite,present,guitar,A guitar is a good companion for a lonely soul.,1,5101,33,target,simple,no,yes,3011,8,generic
CWH1U195M9L7QJPYVM57GHA8BSDM15,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,indefinite,present,turtle,A turtle is slow and careful.,1,4379,39,target,simple,no,yes,2157,4,generic
P7YVD7SIQA9WR4G5ZZEXFUZTMPEEC6,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,indefinite,present,car,A car is great.,1,5207,55,target,simple,no,yes,2417,2,generic
DK7ZG8U5KPY7G53ISJWSOLQ5H9T4F2,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,definite,past,bear,The bears were scary,2,2813,29,target,simple,no,yes,2992,2,non.generic
9FAVTTAMOTP4QS4UEX50M5HN3333SW,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,indefinite,present,elephant,Elephants are gray,1,5441,28,target,simple,no,yes,1099,2,generic
Z5V97KJ066VX5B62Y5KNI3V9FVW0SU,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,indefinite,past,light bulb,A light bulb flickered on and off making the room look cheap.,2,3164,25,target,simple,no,no,895,9,non.generic
82WB61VBPJ766CI7AEDO2EUAK0DJNI,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,definite,past,gorilla,The gorillas were serious looking yet childlike and playful.,2,4377,24,target,simple,no,yes,2147,7,non.generic
IVYOEYNQNBQ4UJHTKH8UZI83H2T3JI,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,indefinite,present,chair,Chairs are placed on top of the desks in the elementary school.,2,3715,27,target,simple,no,no,3639,11,non.generic
QYR5M7XCLCXMQX9JPCNUYWZEQJ493E,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,definite,present,skunk,The skunks are stinky,2,4578,26,target,simple,no,yes,2497,2,generic
G36NLPXHYOO42XF4CBFAXESVEVI90B,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,definite,past,cat,The cat arched it back and meowed loudly.,2,3023,21,target,simple,no,no,1729,6,non.generic
P129Q95ZC45U52M9LAWDBGL3F2RLCF,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,past,chair,The chairs were at the dining room table.,2,3318,20,target,simple,no,yes,2291,6,non.generic
X6BEWED45LRH7HAM4RNZGY2QIGUCYB,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,indefinite,present,squirrel,Squirrels hide their nuts.,1,2690,23,target,simple,no,no,425,3,generic
R68IS90DCIKHE4P4SORW05SS3DIL5V,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,present,bicycle,The bicycles are tied at the park,2,3520,22,target,simple,no,no,1093,5,non.generic
6CT0BF1X871IHY5QW6VUCFBTR6Q75K,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,definite,past,skunk,The skunk sprayed the car.,2,2268,47,target,simple,no,no,2082,3,non.generic
01UUIYZLOVDAU5YYXW73CKHL6DZPFO,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,indefinite,past,cat,Cats played on the chair.,2,3542,46,target,simple,no,no,623,4,non.generic
R9N3KL3B4U94MNRLA32EA17IKZ92Z4,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,indefinite,past,penguin,Penguins waddled for months across the ice to the sea.,2,7404,45,target,simple,no,no,1730,9,generic
VS7LZELBOHE1TDFF0E5AB621HB9NMR,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,indefinite,present,knife,Knives in the kitchen are used for cooking.,2,4608,44,target,simple,no,no,2158,7,generic
L2RBRD9IZ5GUSP6AGO5TUCNWFG2KCP,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,indefinite,present,butterfly,A butterfly is beautiful.,1,2875,43,target,simple,no,yes,3823,2,generic
HRXW6RWHWZ4Z41R9PQWYYBFODSKQGJ,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,present,trumpet,The trumpets are missing from the music room. ,2,3848,42,target,simple,no,no,1276,6,non.generic
P0SGWXOC6CWQWWBK77KYUKILPL1A29,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,definite,past,kangaroo,The kangaroos carried their young inside their pouches,2,3094,41,target,simple,no,no,4091,6,non.generic
N003OZRJE8JP2LQ6W8XY2DRSUT1KOC,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,definite,present,camel,The camel has a hump,2,2587,40,target,simple,no,yes,3692,3,non.generic
XID4HGU144LGH9Q2DSANZ2OFI8LQQ6,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,definite,present,bear,The bear is sleeping in the cave.,2,2713,49,target,progressive,no,no,2236,5,non.generic
G5P65OH92CZEQT3L5F80ZAW14AO57Z,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,indefinite,past,cheetah,A cheetah ran for the gazelle.,2,4213,48,target,simple,no,no,4319,4,non.generic
HVFF3HAADZ7BMNQP6Z7TWCK9C89KGW,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,definite,past,lamp,The lamp was on a timer.,2,3563,6,target,simple,no,yes,3406,4,non.generic
F827FL2RRVFNG1NCR3US9UGANQAFGE,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,definite,present,penguin,The penguins live in the Arctic.,1,2921,7,target,simple,no,no,1443,4,non.generic
S1AFDW0H61HYATWTC6SAIRW3DCRX0U,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,4704,4,example,simple,no,no,1443,4,non.generic
19NQK1UZCCU61V1MSGQEOLUHF1MKQE,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,present,tire,The tires are round,2,5485,5,target,simple,no,yes,1406,2,generic
K89OPTKZJ0LS7K796XCS5KCAPZP2UA,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,indefinite,present,mouse,A mouse lives in my house.,2,4700,2,example,simple,no,yes,1406,2,generic
L5J36I9048UAYMFBS5037MR03O6RH4,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,definite,present,zebra,The zebra is not extinct.,1,5442,3,example,simple,no,yes,1406,2,generic
DJIGMGH3UB739W3IC0HF3P5HUT5PQ9,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,present,bus,The buses were blocking traffic.,2,8758,1,example,simple,no,yes,1406,2,generic
ES03F5RVJK27XBTBDLON9PVCW8VQYR,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,definite,past,turtle,The turtle went back in it's shell.,2,4744,8,target,simple,no,no,354,5,non.generic
BZG6BPG9QDMHG3ETKKOIZIOL5KWDRD,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,past,chair,The chairs rocked by themselves after the people left.,2,6171,9,target,simple,no,no,3493,7,non.generic
4YYV33Q4SYX19JZX9742X0DCEJNYOM,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,indefinite,present,skunk,A skunk lives under our porch.,2,4346,14,target,simple,no,no,2952,4,non.generic
33GEEOG1CDX8KDLLOWX6QY9LPT0PF8,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,present,bicycle,The bicycles are getting used.,2,3523,15,target,progressive,no,no,353,3,non.generic
XHBRKG2Y3B05E9NXDCAE3W8BJVTDEW,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,definite,present,fence,The fence is wide.,2,2985,16,target,simple,no,yes,2414,2,non.generic
HSEQ0CPJZD8N4ZJLSMAEFLQOJOYPLP,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,past,couch,The couches were imported.,2,2914,17,target,simple,no,no,1229,2,non.generic
OR4KK3COD4BM2A62BJQPHWQSG4BGQN,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,definite,present,cow,The cow is mooing.,2,2862,10,target,simple,no,yes,3799,2,non.generic
ZARZI66FUBSJTBTV21MGM7ET0Q5N41,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,indefinite,present,couch,A couch sits on the curb awaiting garbage pickup.,2,4414,11,target,simple,no,no,925,7,non.generic
UGSJ9M9APIZDMH0R8N6LXM8MWA17T5,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,indefinite,past,pigeon,Pigeons used to carry messages.,1,3903,12,target,simple,no,no,724,4,generic
AW8HDUVJGZJA6BRVBYC02MPS0BUUTM,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,definite,past,squirrel,The squirrels were looking for nuts.,2,3357,13,target,progressive,no,no,822,4,non.generic
B0PMLT099LX70XN9L1402AWRG6B4P5,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,indefinite,present,chair,A chair is for sitting.,1,4308,36,target,simple,no,yes,2087,3,generic
WVGKZSARE6H14B5V2OU2VQQ7VRFM9K,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,indefinite,past,butterfly,A butterfly danced among the flowers.,2,3902,37,target,simple,no,no,652,4,non.generic
3GJTPSSZ10V88ZS66Y0DSLQCTKWB35,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,definite,past,turtle,The turtle poked its head out of its shell,2,3242,34,target,simple,no,no,1078,7,non.generic
80NSZOJH4QRITKQNNRZXTMBNNSJ71Q,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,indefinite,past,computer,Computers ALLOWED ACCESS TO THE INTERNET. ,1,7104,35,target,simple,no,no,3140,5,generic
EBSID8WMJ201CJ8P6L7J8OOUZBG9TJ,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,indefinite,present,toilet,Toilets flush loudly.,1,4726,18,target,simple,no,no,2415,2,generic
KLTG766U7BBI4XE0EJ9RASW4HO5ZEX,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,definite,past,computer,The computer was acting strangely.,2,3017,19,target,progressive,no,no,363,3,non.generic
7T344810X43J5B4RV431H6E76N3YNK,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,definite,past,football,The football was thrown to the player.,2,4811,30,target,simple,no,no,513,5,non.generic
PYTBVEHFMJBOZSNFACVCY8TGT6HTUP,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,singular,definite,past,shirt,The shirt was stained.,2,2301,31,target,simple,no,no,3719,2,non.generic
K7Z5H1E2HMPN97Y4RG4NN23PGQ6XM3,Wed Jan 20 13:36:15 PST 2016,"""English""",inanimate,plural,definite,past,football,The footballs were all flat,2,3957,38,target,simple,no,yes,1891,3,non.generic
9D0PQ11K8X0RBSEWWXVOX2X181HOA9,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,singular,indefinite,present,cat,A cat is hunting for mice.,2,2641,51,target,simple,no,yes,3296,4,non.generic
ERTAAS2SCRCGK8X09G93A2Q1N0UBOS,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,definite,present,cow,The cows have beautiful eyes.,2,4375,32,target,simple,no,yes,3784,3,non.generic
F8BUPM6F64RNG29CRWVEMSIYI721LR,Wed Jan 20 13:36:15 PST 2016,"""English""",animate,plural,indefinite,present,dolphin,Dolphins are a weird mammal ,1,3785,52,target,simple,no,yes,666,4,generic
EF8V20IL7JO6DAP6P17O4TKH59F335,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,definite,present,pig,The pig is dirty.,2,1687,53,target,simple,no,yes,1650,2,non.generic
8YOYWC6TC7M3ARUX01TELQC2V11R6P,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,present,penguin,A penguin is fun to watch.,1,1499,54,target,simple,no,yes,830,4,non.generic
ZO99LL6GYCRTVPS4S2KE1RYDJYCAO0,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,past,cat,A cat caught the mouse.,2,2092,50,target,simple,no,no,2711,3,non.generic
JB7DLBR9SYFBH6PE2ITN1NWRM77YWB,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,definite,past,kangaroo,The kangaroo had her baby in it's pouch.,2,1384,33,target,simple,no,yes,1162,6,non.generic
UWYNZX2JLMN5B7W32TOU045O1NX35A,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,past,owl,An owl made a who who sound.,2,2775,39,target,simple,no,no,3568,5,non.generic
AVLTPFWT5T78LIRW1MMB4ZJDXE5A66,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,present,piano,Pianos are incredibly fun and elegant to play.,1,2356,55,target,simple,no,yes,3529,7,non.generic
SVWH48P6LJVJPSVN8I94GNGBORQEIP,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,definite,past,panda,The pandas were sleeping.,2,1941,29,target,progressive,no,no,1222,2,non.generic
275F33HG0QGFNDXFGXCYIUT7NER0S9,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,definite,past,marble,The marble was rolling down the stars.,2,1578,28,target,progressive,no,no,181,5,non.generic
D5CNK6KHLD7YKPVVMBXKMQL23X8F1I,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,definite,present,television,The television is turned on loudly.,2,1307,25,target,simple,no,no,764,4,non.generic
ME1YGXWN6CQGEKG6NNNBMWUJ46KGYA,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,future,rabbit,A rabbit will hide from danger by staying still.,1,2963,24,target,simple,yes,no,720,7,generic
T39L1FUKFPOCXCVMML4HKC1LZWI2UR,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,past,dog,A dog chased the cat,2,1477,27,target,simple,no,no,2009,3,non.generic
K3UUJRKSLEGRT4XUAXL27VM8GPP8T9,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,past,kite,Kites were flown high.,1,2899,26,target,simple,no,no,1214,3,non.generic
KP5585M56KU4IAZKQO4W1YY2P7YORZ,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,definite,present,kangaroo,The kangaroo protects its baby in its pouch.,2,1119,21,target,simple,no,no,910,6,generic
5MIYOMAP0TBH7DZLQPFNYL4824PB19,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,definite,present,camel,The camels are very thirsty.,2,1057,20,target,simple,no,yes,3328,3,non.generic
XAB18QQDU2WW2ZTGLXY64BAK0D0E4X,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,definite,present,couch,The couches fold out into a bed.,2,1486,23,target,simple,no,no,405,5,non.generic
O84LD8RT8DI8FIDX45L70GTVU14YAL,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,present,boat,Boats are great to have in Florida.,1,2167,22,target,simple,no,yes,1534,6,generic
E3U53U4XIJMOQ1DPHXYJJRTHWYRHP9,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,past,light bulb,Light bulbs were led.,2,3319,47,target,simple,no,no,4320,2,non.generic
5669IXVDB0FBOCRXPTCKADV9HEXSKX,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,indefinite,present,chair,A chair is pushed against the table.,2,2100,46,target,simple,no,no,1452,5,non.generic
ZUMXIOH7M3IUOUTLGDW23PEQ02QMZQ,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,definite,past,turtle,The turtles swam,2,1786,45,target,simple,no,no,2971,1,non.generic
S1I00N8JC0LA80KIZYHAO0XBW8CBKV,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,definite,past,pig,The pigs oinked with pleasure in the mud.,2,1951,44,target,simple,no,no,2056,6,non.generic
JU5QTXUWFVLXQ47R37UWI7BBUCZK8D,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,definite,past,guitar,The guitars were badly out of tune.,2,2046,43,target,simple,no,yes,3738,5,non.generic
ZACHR0W8VK6LGXOQI6LDIZJ3XXX38O,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,past,pigeon,A pigeon was trained to be a message courier.,2,3941,42,target,simple,no,no,3591,7,non.generic
DXVPN0JTATT6VNSKAWDWCH5ESI46HA,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,indefinite,present,kite,A kite flies high. ,2,2488,41,target,simple,no,no,135,2,non.generic
YRWSAOORBHZMBGH7UDOIPIAY976UNG,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,indefinite,present,piano,A piano is out of tune.,2,2294,40,target,simple,no,yes,1444,4,non.generic
YPR98YM1RH9Q1TYSN42ROW9839KB6U,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,definite,present,car,The cars go fast,2,1548,49,target,simple,no,no,953,2,non.generic
28AVMSAOZME9I4F3QKUA8ZQBTM6C92,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,present,car,Cars are very fast,1,1856,48,target,simple,no,yes,1132,3,generic
L3EAU8UT4NQ4SNI4JXUKCTDYAOZI1O,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,past,shark,A shark was seen at the beach.,2,2010,6,target,simple,no,no,2479,5,non.generic
AE18QBHNPJCDY7D8HIIPTRGZJNTAL6,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,indefinite,present,shirt,A shirt can be an expensive item to buy.,1,2597,7,target,simple,yes,yes,4149,7,generic
E15TRTT533UQ01Q5MS9MT39IU8RTZT,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,present,mouse,A mouse lives in my house.,2,4198,4,example,simple,yes,yes,4149,7,generic
8811FI4MGQ07LU1R75XOYOJ8BIQ4CH,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,present,computer,Computers are important,1,3381,5,target,simple,no,yes,2494,2,generic
P2J7UHUP7CO68S7AEXPS7W3FSM7IPD,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,definite,present,bus,The buses were blocking traffic.,2,7252,2,example,simple,no,yes,2494,2,generic
VY5JS39T9NDGF6EXAJUIOSRMNZV4XQ,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,definite,present,zebra,The zebra is not extinct.,2,4137,3,example,simple,no,yes,2494,2,generic
Z8CR2B7ZNYPV4QLZLKSHTVCQZLADMJ,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,6111,1,example,simple,no,yes,2494,2,generic
6E5VBUI3LUDDP69JFCWDD0XRRCYSSS,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,definite,past,zipper,The zipper on the backpack was stuck.,2,2137,8,target,simple,no,no,3039,5,non.generic
W2XAID8BW8YMF1STJANI32WIYC17J3,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,definite,present,fence,The fence is white.,2,1882,9,target,simple,no,yes,598,2,non.generic
QZ5H08V2L2KWC1IFHJVULS084EMMUZ,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,definite,past,bicycle,The bicycle was a healthy alternative to driving. ,2,1424,14,target,simple,no,yes,2638,6,generic
ZZUI4K3PM5YXGFDZ26FO34QCGO8MA1,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,past,bear,A bear rummaged through her garbage can.,2,2051,15,target,simple,no,no,1723,5,non.generic
VH4HNFIQA8KRKOZE0G14IK81PR1VXX,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,definite,present,kangaroo,The kangaroo is fast.,2,1811,16,target,simple,no,yes,3786,2,non.generic
UCMJUXMK37WCEMFSDO6GRS1C7N36ES,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,definite,past,football,The footballs were kicked by the punter during practice.,2,6945,17,target,simple,no,no,3536,7,non.generic
PNXS88QZ3BKKPO56G3SLYFC0WTANQE,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,indefinite,past,football,A football was tossed by the quarterback and landed in the stands.,2,3725,10,target,simple,no,no,2054,10,non.generic
X426L09GBQL1C8LGDR6530DQR1BZ4X,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,definite,past,tire,The tire got flat while we were driving.,2,2207,11,target,simple,no,no,1144,6,non.generic
KWS8R8KEXEP520AEJ93RHR4L0C91NP,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,definite,present,kite,The kites are flying on the beach.,2,2177,12,target,progressive,no,no,1508,5,non.generic
P5T6CBWLK3RN3L5WCDUGGQ7HT622PB,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,indefinite,present,penguin,Penguins look like they're wearing tuxedoes.,1,2026,13,target,simple,no,no,3453,5,generic
V2JO6FPVWLH97MBN3PA0JXVBBM74BZ,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,definite,present,dog,The dogs need to find homes this weekend.,2,6750,36,target,simple,no,no,1525,6,non.generic
FIB43RSV7A7A87S7ZTRQZHG4TYFHGK,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,past,bear,A bear ate s0me berries for lunch.,2,3125,37,target,simple,no,no,3375,5,non.generic
4A3ILFO3L5VHBIN5QTCC8PS2L17BR1,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,definite,present,dog,The dogs have fleas,2,2186,34,target,simple,no,yes,3660,2,non.generic
YNMXWVXCC2IO5MDF6Q1JHC72NMRUVQ,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,indefinite,past,fox,A fox sprinted across the field.,2,2914,35,target,simple,no,no,2039,4,non.generic
ER1SZD0F060P8ECWMAMX3QA2MYND5A,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,definite,present,butterfly,The butterfly comes out of it's coccoon.,2,2657,18,target,simple,no,no,2809,5,generic
5V9C36HX9C9NNPTAZ8OQRU3F9Y8ZTY,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,indefinite,present,cow,Cows prefer to spend their time grazing fields.,1,1353,19,target,simple,no,no,746,7,generic
KHMA24T7V6289E4I1C3WEN6RWWI3KY,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,present,football,Footballs fill the air.,1,1834,30,target,simple,no,no,828,3,generic
2HVQRDOSYNGUFGLH1TJSEL35WRGBDF,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,indefinite,present,toilet,Toilets are dirty,1,1600,31,target,simple,no,yes,1391,2,generic
DZYDZ9KTPI484MLCI38B348J3NEU0U,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,plural,definite,past,piano,The pianos created background music at the Mall.,2,1844,38,target,simple,no,no,894,6,non.generic
FKZQ3QSPPPSLMK0FE8677KXOAI81MN,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,singular,definite,past,cat,The cat jumped on the furniture.,2,1585,51,target,simple,no,no,1231,4,non.generic
ZIF3JNXF5B0QCASEOBBTLN6A8TCLDH,Wed Jan 20 13:36:17 PST 2016,"""english""",inanimate,singular,indefinite,past,marble,A marble hit me in the head.,2,2567,32,target,simple,no,no,1896,5,non.generic
CM9QXDOMD2NJOBCZYYLYGCFYZDUQL5,Wed Jan 20 13:36:17 PST 2016,"""english""",animate,plural,indefinite,present,squirrel,Squirrels keep stealing the bird seed from the feeders. ,2,2417,52,target,simple,no,no,1263,8,non.generic
BWT5TRS987U6NZQ3P5Q4S9QYYG0678,Wed Jan 20 13:36:26 PST 2016,"""english""",animate,singular,definite,present,kangaroo,The kangaroo is big for her breed.,2,7504,53,target,simple,no,yes,1546,5,non.generic
59TDKMQ1Y4R6L09HMJ7G6BC3CAE589,Wed Jan 20 13:36:26 PST 2016,"""english""",inanimate,singular,definite,past,trumpet,The trumpet was played loudly.,2,6330,54,target,simple,no,no,1221,3,non.generic
